,location,genotype,DM
2511,NY,CDBN_037,114.0
2512,NY,CDBN_048,106.0
2513,NY,CDBN_271,107.0
2514,NY,CDBN_193,97.0
2515,NY,CDBN_128,84.0
2516,NY,CDBN_303,111.0
2517,NY,CDBN_199,93.0
2518,NY,CDBN_232,107.0
2519,NY,CDBN_203,106.0
2520,NY,CDBN_098,106.0
2521,NY,CDBN_307,107.0
2522,NY,CDBN_138,113.0
2523,NY,CDBN_318,95.0
2524,NY,CDBN_039,105.0
2525,NY,CDBN_284,100.0
2526,NY,CDBN_238,118.0
2527,NY,CDBN_273,109.0
2528,NY,CDBN_155,99.0
2529,NY,CDBN_296,99.0
2530,NY,CDBN_321,104.0
2531,NY,CDBN_248,93.0
2532,NY,CDBN_301,103.0
2533,NY,CDBN_257,93.0
2534,NY,CDBN_146,106.0
2535,NY,CDBN_265,99.0
2536,NY,CDBN_267,104.0
2537,NY,CDBN_038,94.0
2538,NY,CDBN_040,93.0
2539,NY,CDBN_042,104.0
2540,NY,CDBN_093,97.0
2541,NY,CDBN_179,105.0
2542,NY,CDBN_201,102.0
2543,NY,CDBN_306,104.0
2544,NY,CDBN_166,99.0
2545,NY,CDBN_312,100.0
2546,NY,CDBN_226,106.0
2547,NY,CDBN_144,103.0
2548,NY,CDBN_300,74.0
2549,NY,CDBN_288,83.0
2550,NY,CDBN_097,80.0
2551,NY,CDBN_030,82.0
2552,NY,CDBN_031,92.0
2553,NY,CDBN_032,79.0
2554,NY,CDBN_033,85.0
2555,NY,CDBN_034,76.0
2556,NY,CDBN_192,74.0
2557,NY,CDBN_041,84.0
2558,NY,CDBN_043,82.0
2559,NY,CDBN_076,79.0
2560,NY,CDBN_077,85.0
2561,NY,CDBN_207,80.0
2562,NY,CDBN_186,83.0
2563,NY,CDBN_006,72.0
2564,NY,CDBN_187,72.0
2565,NY,CDBN_008,79.0
2566,NY,CDBN_007,93.0
2567,NY,CDBN_147,83.0
2568,NY,CDBN_023,95.0
2569,NY,CDBN_124,94.0
2570,NY,CDBN_073,94.0
2571,NY,CDBN_075,92.0
2572,NY,CDBN_175,75.0
2573,NY,CDBN_274,92.0
2574,NY,CDBN_003,89.0
2575,NY,CDBN_005,97.0
2576,NY,CDBN_004,87.0
2577,NY,CDBN_279,85.0
2578,NY,CDBN_022,87.0
2579,NY,CDBN_322,92.0
2580,NY,CDBN_047,94.0
2581,NY,CDBN_001,111.0
2582,NY,CDBN_294,101.0
2583,NY,CDBN_050,108.0
2584,NY,CDBN_297,92.0
2585,NY,CDBN_182,100.0
2586,NY,CDBN_287,97.0
2587,NY,CDBN_289,110.0
2588,NY,CDBN_045,92.0
2589,NY,CDBN_072,96.0
2590,NY,CDBN_134,106.0
2591,NY,CDBN_291,112.0
2592,NY,CDBN_286,96.0
2593,NY,CDBN_074,91.0
2594,NY,CDBN_090,89.0
2595,NY,CDBN_081,80.0
2596,NY,CDBN_309,91.0
2597,NY,CDBN_313,80.0
2598,NY,CDBN_315,88.0
2599,MT,CDBN_295,113.0
2600,MT,CDBN_168,116.0
2601,MT,CDBN_163,120.0
2602,MT,CDBN_254,120.0
2603,MT,CDBN_096,109.0
2604,MT,CDBN_270,113.0
2605,MT,CDBN_056,116.0
2606,MT,CDBN_272,116.0
2607,MT,CDBN_195,113.0
2608,MT,CDBN_197,109.0
2609,MT,CDBN_305,106.0
2610,MT,CDBN_198,109.0
2611,MT,CDBN_200,113.0
2612,MT,CDBN_189,113.0
2613,MT,CDBN_095,106.0
2614,MT,CDBN_206,106.0
2615,MT,CDBN_210,109.0
2616,MT,CDBN_211,113.0
2617,MT,CDBN_215,120.0
2618,MT,CDBN_216,109.0
2619,MT,CDBN_217,113.0
2620,MT,CDBN_228,109.0
2621,MT,CDBN_092,126.0
2622,MT,CDBN_320,123.0
2623,MT,CDBN_181,115.0
2624,MT,CDBN_183,115.0
2625,MT,CDBN_019,129.0
2626,MT,CDBN_020,123.0
2627,MT,CDBN_252,115.0
2628,MT,CDBN_302,115.0
2629,MT,CDBN_035,123.0
2630,MT,CDBN_078,126.0
2631,MT,CDBN_165,123.0
2632,MT,CDBN_212,115.0
2633,MT,CDBN_178,115.0
2634,MT,CDBN_213,115.0
2635,MT,CDBN_158,126.0
2636,MT,CDBN_094,129.0
2637,MT,CDBN_082,123.0
2638,MT,CDBN_223,129.0
2639,MT,CDBN_225,115.0
2640,MT,CDBN_245,144.0
2641,MT,CDBN_171,131.0
2642,MT,CDBN_255,137.0
2643,MT,CDBN_304,131.0
2644,MT,CDBN_324,144.0
2645,MT,CDBN_204,144.0
2646,MT,CDBN_310,137.0
2647,MT,CDBN_224,131.0
2648,MT,CDBN_087,150.0
2649,MT,CDBN_003,93.0
2650,MT,CDBN_005,93.0
2651,MT,CDBN_294,93.0
2652,MT,CDBN_050,93.0
2653,MT,CDBN_297,93.0
2654,MT,CDBN_182,93.0
2655,MT,CDBN_286,93.0
2656,MT,CDBN_287,93.0
2657,MT,CDBN_288,93.0
2658,MT,CDBN_146,93.0
2659,MT,CDBN_097,93.0
2660,MT,CDBN_322,87.0
2661,MT,CDBN_289,93.0
2662,MT,CDBN_045,93.0
2663,MT,CDBN_047,93.0
2664,MT,CDBN_072,93.0
2665,MT,CDBN_074,93.0
2666,MT,CDBN_238,93.0
2667,MT,CDBN_285,93.0
2668,MT,CDBN_306,93.0
2669,MT,CDBN_080,93.0
2670,MT,CDBN_090,93.0
2671,MT,CDBN_134,93.0
2672,MT,CDBN_081,87.0
2673,MT,CDBN_309,93.0
2674,MT,CDBN_311,93.0
2675,MT,CDBN_313,87.0
2676,MT,CDBN_314,87.0
2677,MT,CDBN_315,93.0
2678,MT,CDBN_274,87.0
2679,MT,CDBN_099,85.0
2680,MT,CDBN_101,102.0
2681,MT,CDBN_102,118.0
2682,MT,CDBN_298,98.0
2683,MT,CDBN_323,114.0
2684,MT,CDBN_110,102.0
2685,MT,CDBN_111,102.0
2686,MT,CDBN_282,114.0
2687,MT,CDBN_283,114.0
2688,MT,CDBN_284,108.0
2689,MT,CDBN_057,107.0
2690,MT,CDBN_112,104.0
2691,MT,CDBN_153,114.0
2692,MT,CDBN_221,102.0
2693,MT,CDBN_049,100.0
2694,MT,CDBN_229,138.0
2695,MT,CDBN_145,140.0
2696,MT,CDBN_103,129.0
2697,MT,CDBN_104,129.0
2698,MT,CDBN_106,145.0
2699,MT,CDBN_107,134.0
2700,MT,CDBN_177,133.0
2701,MT,CDBN_108,132.0
2702,MT,CDBN_109,128.0
2703,MT,CDBN_280,144.0
2704,MT,CDBN_156,143.0
2705,MT,CDBN_194,149.0
2706,MT,CDBN_130,129.0
2707,MT,CDBN_113,143.0
2708,MT,CDBN_132,131.0
2709,MT,CDBN_162,146.0
2710,MT,CDBN_292,148.0
2711,MT,CDBN_169,106.0
2712,MT,CDBN_231,108.0
2713,MT,CDBN_150,115.0
2714,MT,CDBN_258,107.0
2715,MT,CDBN_264,114.0
2716,MT,CDBN_266,114.0
2717,MT,CDBN_152,122.0
2718,MT,CDBN_230,103.0
2719,MT,CDBN_276,117.0
2720,MT,CDBN_209,114.0
2721,MT,CDBN_135,120.0
2722,MT,CDBN_222,116.0
2723,MT,CDBN_317,99.0
2724,MT,CDBN_148,122.0
2725,MT,CDBN_227,114.0
2726,MT,CDBN_149,107.0
2727,MT,CDBN_117,100.0
2728,MT,CDBN_118,100.0
2729,MT,CDBN_122,98.0
2730,MT,CDBN_260,95.0
2731,MT,CDBN_202,92.0
2732,MT,CDBN_131,92.0
2733,MT,CDBN_137,92.0
2734,MT,CDBN_151,97.0
2735,MT,CDBN_176,115.0
2736,MT,CDBN_191,115.0
2737,MT,CDBN_114,115.0
2738,MT,CDBN_233,115.0
2739,CA,CDBN_091,92.0
2740,CA,CDBN_320,94.0
2741,CA,CDBN_244,95.0
2742,CA,CDBN_171,79.0
2743,CA,CDBN_163,89.0
2744,CA,CDBN_252,93.0
2745,CA,CDBN_035,96.0
2746,CA,CDBN_056,99.0
2747,CA,CDBN_304,94.0
2748,CA,CDBN_305,93.0
2749,CA,CDBN_198,96.0
2750,CA,CDBN_204,97.0
2751,CA,CDBN_095,89.0
2752,CA,CDBN_212,94.0
2753,CA,CDBN_178,97.0
2754,CA,CDBN_213,95.0
2755,CA,CDBN_225,91.0
2756,CA,CDBN_011,83.0
2757,CA,CDBN_016,80.0
2758,CA,CDBN_168,76.0
2759,CA,CDBN_019,95.0
2760,CA,CDBN_052,88.0
2761,CA,CDBN_089,86.0
2762,CA,CDBN_123,80.0
2763,CA,CDBN_263,77.0
2764,CA,CDBN_126,81.0
2765,CA,CDBN_127,83.0
2766,CA,CDBN_028,85.0
2767,CA,CDBN_129,88.0
2768,CA,CDBN_196,73.0
2769,CA,CDBN_079,84.0
2770,CA,CDBN_310,95.0
2771,CA,CDBN_218,79.0
2772,CA,CDBN_094,85.0
2773,CA,CDBN_084,71.0
2774,CA,CDBN_224,80.0
2775,CA,CDBN_010,77.0
2776,CA,CDBN_012,72.0
2777,CA,CDBN_015,79.0
2778,CA,CDBN_277,84.0
2779,CA,CDBN_116,81.5
2780,CA,CDBN_298,75.5
2781,CA,CDBN_299,72.0
2782,CA,CDBN_249,73.5
2783,CA,CDBN_250,73.5
2784,CA,CDBN_251,75.5
2785,CA,CDBN_017,77.0
2786,CA,CDBN_021,84.0
2787,CA,CDBN_026,84.0
2788,CA,CDBN_125,86.0
2789,CA,CDBN_027,75.0
2790,CA,CDBN_164,81.5
2791,CA,CDBN_044,79.0
2792,CA,CDBN_046,75.0
2793,CA,CDBN_285,79.5
2794,CA,CDBN_219,78.0
2795,CA,CDBN_311,79.5
2796,CA,CDBN_053,73.5
2797,CA,CDBN_065,77.0
2798,CA,CDBN_314,73.5
2799,CA,CDBN_317,73.5
2800,CA,CDBN_013,87.0
2801,CA,CDBN_014,87.0
2802,CA,CDBN_051,90.0
2803,CA,CDBN_293,86.0
2804,CA,CDBN_242,95.0
2805,CA,CDBN_239,88.0
2806,CA,CDBN_159,95.0
2807,CA,CDBN_247,87.0
2808,CA,CDBN_278,95.0
2809,CA,CDBN_024,86.0
2810,CA,CDBN_268,89.0
2811,CA,CDBN_036,90.0
2812,CA,CDBN_037,89.0
2813,CA,CDBN_048,87.0
2814,CA,CDBN_271,89.0
2815,CA,CDBN_193,87.0
2816,CA,CDBN_128,86.0
2817,CA,CDBN_303,89.0
2818,CA,CDBN_199,85.0
2819,CA,CDBN_232,87.0
2820,CA,CDBN_203,87.0
2821,CA,CDBN_098,89.0
2822,CA,CDBN_165,89.0
2823,CA,CDBN_307,90.0
2824,CA,CDBN_138,90.0
2825,CA,CDBN_318,89.0
2826,CA,CDBN_280,100.0
2827,CA,CDBN_281,102.0
2828,CA,CDBN_284,79.0
2829,CA,CDBN_157,103.0
2830,CA,CDBN_100,81.0
2831,CA,CDBN_136,83.0
2832,CA,CDBN_120,84.0
2833,CA,CDBN_146,85.0
2834,CA,CDBN_276,83.0
2835,CA,CDBN_180,87.0
2836,CA,CDBN_133,85.0
2837,CA,CDBN_308,88.0
2838,CA,CDBN_309,84.0
2839,CA,CDBN_049,85.0
2840,CA,CDBN_319,81.0
2841,CA,CDBN_050,84.0
2842,CA,CDBN_323,80.0
2843,CA,CDBN_112,79.0
2844,CA,CDBN_090,78.0
2845,CA,CDBN_153,79.0
2846,CA,CDBN_220,80.0
2847,CA,CDBN_274,82.0
2848,CA,CDBN_099,83.0
2849,CA,CDBN_229,87.0
2850,CA,CDBN_294,87.0
2851,CA,CDBN_145,93.0
2852,CA,CDBN_103,87.0
2853,CA,CDBN_104,84.0
2854,CA,CDBN_106,88.0
2855,CA,CDBN_107,86.0
2856,CA,CDBN_177,84.0
2857,CA,CDBN_108,78.0
2858,CA,CDBN_109,83.0
2859,CA,CDBN_110,87.0
2860,CA,CDBN_111,79.0
2861,CA,CDBN_156,83.0
2862,CA,CDBN_282,82.0
2863,CA,CDBN_194,95.0
2864,CA,CDBN_130,87.0
2865,CA,CDBN_113,86.0
2866,CA,CDBN_132,84.0
2867,CA,CDBN_162,82.0
2868,CA,CDBN_221,85.0
2869,CA,CDBN_292,87.0
2870,CA,CDBN_117,97.0
2871,CA,CDBN_118,75.0
2872,CA,CDBN_122,84.0
2873,CA,CDBN_258,76.0
2874,CA,CDBN_260,76.0
2875,CA,CDBN_264,76.0
2876,CA,CDBN_266,76.0
2877,CA,CDBN_169,79.0
2878,CA,CDBN_152,80.0
2879,CA,CDBN_230,74.0
2880,CA,CDBN_238,90.0
2881,CA,CDBN_131,87.0
2882,CA,CDBN_209,79.0
2883,CA,CDBN_137,80.0
2884,CA,CDBN_222,75.0
2885,CA,CDBN_148,75.0
2886,CA,CDBN_227,77.0
2887,CA,CDBN_151,83.0
2888,SK,CDBN_320,89.0
2889,SK,CDBN_275,92.0
2890,SK,CDBN_019,97.0
2891,SK,CDBN_170,89.0
2892,SK,CDBN_121,89.0
2893,SK,CDBN_302,84.0
2894,SK,CDBN_026,87.0
2895,SK,CDBN_196,83.0
2896,SK,CDBN_198,94.0
2897,SK,CDBN_095,85.0
2898,SK,CDBN_208,95.0
2899,SK,CDBN_178,87.0
2900,SK,CDBN_234,92.0
2901,SK,CDBN_235,85.0
2902,SK,CDBN_218,86.0
2903,SK,CDBN_316,85.0
2904,SK,CDBN_084,89.0
2905,SK,CDBN_224,85.0
2906,SK,CDBN_002,72.0
2907,SK,CDBN_009,79.0
2908,SK,CDBN_154,73.0
2909,SK,CDBN_241,77.0
2910,SK,CDBN_298,82.0
2911,SK,CDBN_168,78.0
2912,SK,CDBN_171,76.0
2913,SK,CDBN_300,83.0
2914,SK,CDBN_123,86.0
2915,SK,CDBN_259,90.0
2916,SK,CDBN_267,84.0
2917,SK,CDBN_038,86.0
2918,SK,CDBN_039,85.0
2919,SK,CDBN_040,80.0
2920,SK,CDBN_043,86.0
2921,SK,CDBN_093,86.0
2922,SK,CDBN_284,74.0
2923,SK,CDBN_179,80.0
2924,SK,CDBN_285,86.0
2925,SK,CDBN_324,75.0
2926,SK,CDBN_201,83.0
2927,SK,CDBN_098,73.0
2928,SK,CDBN_166,90.0
2929,SK,CDBN_290,76.0
2930,SK,CDBN_053,73.0
2931,SK,CDBN_065,87.0
2932,SK,CDBN_317,72.0
2933,SK,CDBN_086,74.0
2934,SK,CDBN_226,82.0
2935,SK,CDBN_088,87.0
2936,SK,CDBN_273,86.0
2937,SK,CDBN_155,95.0
2938,SK,CDBN_296,95.0
2939,SK,CDBN_321,97.0
2940,SK,CDBN_248,90.0
2941,SK,CDBN_301,98.0
2942,SK,CDBN_257,92.0
2943,SK,CDBN_146,96.0
2944,SK,CDBN_265,94.0
2945,SK,CDBN_042,98.0
2946,SK,CDBN_238,98.0
2947,SK,CDBN_306,95.0
2948,SK,CDBN_312,92.0
2949,SK,CDBN_314,100.0
2950,SK,CDBN_144,98.0
2951,SK,CDBN_136,105.0
2952,SK,CDBN_050,111.0
2953,SK,CDBN_246,113.0
2954,SK,CDBN_286,97.0
2955,SK,CDBN_287,106.0
2956,SK,CDBN_097,110.0
2957,SK,CDBN_289,115.0
2958,SK,CDBN_323,116.0
2959,SK,CDBN_188,112.0
2960,SK,CDBN_180,113.0
2961,SK,CDBN_090,115.0
2962,SK,CDBN_153,108.0
2963,SK,CDBN_134,111.0
2964,SK,CDBN_308,109.0
2965,SK,CDBN_309,108.0
2966,SK,CDBN_311,106.0
2967,SK,CDBN_313,105.0
2968,SK,CDBN_315,104.0
2969,SK,CDBN_274,107.0
2970,SK,CDBN_319,106.0
2971,SK,CDBN_025,111.0
2972,SK,CDBN_280,119.0
2973,SK,CDBN_049,111.0
2974,SK,CDBN_100,119.0
2975,SK,CDBN_120,119.0
2976,SK,CDBN_276,122.0
2977,SK,CDBN_133,110.0
2978,SK,CDBN_281,130.0
2979,SK,CDBN_112,119.0
2980,SK,CDBN_220,129.0
2981,AB,CDBN_010,94.6
2982,AB,CDBN_011,93.14
2983,AB,CDBN_012,88.78
2984,AB,CDBN_015,93.96
2985,AB,CDBN_016,90.08
2986,AB,CDBN_277,94.56
2987,AB,CDBN_116,93.89
2988,AB,CDBN_298,94.68
2989,AB,CDBN_299,93.44
2990,AB,CDBN_249,90.52
2991,AB,CDBN_250,87.67
2992,AB,CDBN_251,88.19
2993,AB,CDBN_017,93.68
2994,AB,CDBN_019,91.01
2995,AB,CDBN_021,94.63
2996,AB,CDBN_089,89.54
2997,AB,CDBN_026,92.9
2998,AB,CDBN_263,93.28
2999,AB,CDBN_125,95.65
3000,AB,CDBN_126,93.61
3001,AB,CDBN_127,91.63
3002,AB,CDBN_027,95.18
3003,AB,CDBN_028,93.59
3004,AB,CDBN_164,95.87
3005,AB,CDBN_035,94.9
3006,AB,CDBN_044,94.65
3007,AB,CDBN_046,94.43
3008,AB,CDBN_304,92.1
3009,AB,CDBN_285,90.94
3010,AB,CDBN_079,92.55
3011,AB,CDBN_095,89.95
3012,AB,CDBN_219,93.25
3013,AB,CDBN_311,93.35
3014,AB,CDBN_053,89.13
3015,AB,CDBN_065,91.88
3016,AB,CDBN_314,94.93
3017,AB,CDBN_317,93.44
3018,AB,CDBN_013,119.0
3019,AB,CDBN_014,115.0
3020,AB,CDBN_051,123.0
3021,AB,CDBN_293,119.0
3022,AB,CDBN_242,120.0
3023,AB,CDBN_239,122.0
3024,AB,CDBN_159,117.0
3025,AB,CDBN_247,112.0
3026,AB,CDBN_278,118.0
3027,AB,CDBN_024,117.0
3028,AB,CDBN_268,117.0
3029,AB,CDBN_036,123.0
3030,AB,CDBN_037,122.0
3031,AB,CDBN_048,122.0
3032,AB,CDBN_271,124.0
3033,AB,CDBN_193,118.0
3034,AB,CDBN_128,110.0
3035,AB,CDBN_303,118.0
3036,AB,CDBN_199,117.0
3037,AB,CDBN_232,126.0
3038,AB,CDBN_203,121.0
3039,AB,CDBN_098,119.0
3040,AB,CDBN_165,116.0
3041,AB,CDBN_307,122.0
3042,AB,CDBN_138,120.0
3043,AB,CDBN_318,117.0
3044,AB,CDBN_300,121.0
3045,AB,CDBN_039,115.0
3046,AB,CDBN_238,123.0
3047,AB,CDBN_324,117.0
3048,AB,CDBN_290,120.0
3049,AB,CDBN_273,120.0
3050,AB,CDBN_274,115.0
3051,AB,CDBN_002,121.0
3052,AB,CDBN_115,119.0
3053,AB,CDBN_168,124.0
3054,AB,CDBN_275,112.0
3055,AB,CDBN_171,116.0
3056,AB,CDBN_123,123.0
3057,AB,CDBN_259,120.0
3058,AB,CDBN_284,122.0
3059,AB,CDBN_196,105.0
3060,AB,CDBN_166,125.0
3061,AB,CDBN_084,110.0
3062,AB,CDBN_226,122.0
3063,AB,CDBN_087,124.0
3064,AB,CDBN_009,111.0
3065,AB,CDBN_154,108.0
3066,AB,CDBN_241,105.0
3067,AB,CDBN_267,110.0
3068,AB,CDBN_038,107.0
3069,AB,CDBN_040,118.0
3070,AB,CDBN_043,109.0
3071,AB,CDBN_093,117.0
3072,AB,CDBN_179,111.0
3073,AB,CDBN_201,111.0
3074,AB,CDBN_086,100.0
3075,AB,CDBN_088,117.0
3076,AB,CDBN_155,104.0
3077,AB,CDBN_296,104.0
3078,AB,CDBN_321,109.0
3079,AB,CDBN_248,105.0
3080,AB,CDBN_301,108.0
3081,AB,CDBN_257,105.0
3082,AB,CDBN_146,109.0
3083,AB,CDBN_265,103.0
3084,AB,CDBN_042,110.0
3085,AB,CDBN_306,106.0
3086,AB,CDBN_312,102.0
3087,AB,CDBN_316,107.0
3088,AB,CDBN_144,111.0
3089,AB,CDBN_170,115.0
3090,AB,CDBN_288,108.0
3091,AB,CDBN_097,115.0
3092,AB,CDBN_030,115.0
3093,AB,CDBN_031,113.0
3094,AB,CDBN_032,115.0
3095,AB,CDBN_033,115.0
3096,AB,CDBN_034,107.0
3097,AB,CDBN_192,111.0
3098,AB,CDBN_041,107.0
3099,AB,CDBN_076,107.0
3100,AB,CDBN_077,115.0
3101,AB,CDBN_207,115.0
3102,AB,CDBN_186,101.0
3103,AB,CDBN_006,95.0
3104,AB,CDBN_187,97.0
3105,AB,CDBN_008,106.0
3106,AB,CDBN_007,111.0
3107,AB,CDBN_147,101.0
3108,AB,CDBN_023,108.0
3109,AB,CDBN_124,103.0
3110,AB,CDBN_073,103.0
3111,AB,CDBN_075,97.0
3112,AB,CDBN_175,100.0
3113,AB,CDBN_003,99.0
3114,AB,CDBN_005,103.0
3115,AB,CDBN_294,102.0
3116,AB,CDBN_050,99.0
3117,AB,CDBN_297,94.0
3118,AB,CDBN_246,106.0
3119,AB,CDBN_182,101.0
3120,AB,CDBN_286,106.0
3121,AB,CDBN_287,101.0
3122,AB,CDBN_322,103.0
3123,AB,CDBN_289,107.0
3124,AB,CDBN_045,97.0
3125,AB,CDBN_047,92.0
3126,AB,CDBN_072,100.0
3127,AB,CDBN_074,101.0
3128,AB,CDBN_080,107.0
3129,AB,CDBN_090,97.0
3130,AB,CDBN_134,100.0
3131,AB,CDBN_081,100.0
3132,AB,CDBN_309,103.0
3133,AB,CDBN_313,94.0
3134,AB,CDBN_315,102.0
3135,AB,CDBN_136,96.0
3136,AB,CDBN_323,89.0
3137,AB,CDBN_188,95.0
3138,AB,CDBN_180,99.0
3139,AB,CDBN_153,88.0
3140,AB,CDBN_308,101.0
3141,AB,CDBN_319,91.0
3142,AB,CDBN_025,127.0
3143,AB,CDBN_280,97.0
3144,AB,CDBN_049,119.0
3145,AB,CDBN_100,114.0
3146,AB,CDBN_120,114.0
3147,AB,CDBN_276,115.0
3148,AB,CDBN_281,116.0
3149,AB,CDBN_133,112.0
3150,AB,CDBN_112,114.0
3151,AB,CDBN_220,137.0
3152,AB,CDBN_099,90.0
3153,AB,CDBN_101,99.0
3154,AB,CDBN_110,121.0
3155,AB,CDBN_111,96.0
3156,AB,CDBN_282,107.0
3157,AB,CDBN_283,105.0
3158,AB,CDBN_221,114.0
3159,AB,CDBN_229,120.0
3160,AB,CDBN_103,108.0
3161,AB,CDBN_104,106.0
3162,AB,CDBN_107,115.0
3163,AB,CDBN_177,104.0
3164,AB,CDBN_108,104.0
3165,AB,CDBN_109,111.0
3166,AB,CDBN_156,116.0
3167,AB,CDBN_130,123.0
3168,AB,CDBN_132,115.0
3169,AB,CDBN_162,121.0
3170,AB,CDBN_292,120.0
3171,AB,CDBN_145,121.0
3172,AB,CDBN_105,119.0
3173,AB,CDBN_169,111.0
3174,AB,CDBN_231,113.0
3175,AB,CDBN_194,112.0
3176,AB,CDBN_113,123.0
3177,AB,CDBN_137,113.0
3178,AB,CDBN_150,112.0
3179,AB,CDBN_258,102.0
3180,AB,CDBN_264,100.0
3181,AB,CDBN_266,103.0
3182,AB,CDBN_152,112.0
3183,AB,CDBN_230,102.0
3184,AB,CDBN_209,104.0
3185,AB,CDBN_135,113.0
3186,AB,CDBN_222,103.0
3187,AB,CDBN_148,114.0
3188,AB,CDBN_227,100.0
3189,AB,CDBN_149,103.0
3190,AB,CDBN_117,120.0
3191,AB,CDBN_260,107.0
3192,AB,CDBN_202,109.0
3193,AB,CDBN_118,109.0
3194,AB,CDBN_122,118.0
3195,AB,CDBN_151,113.0
3196,AB,CDBN_191,100.0
3197,AB,CDBN_114,105.0
3198,AB,CDBN_131,102.0
3199,AB,CDBN_233,117.0
3200,MB,CDBN_010,109.0
3201,MB,CDBN_011,109.0
3202,MB,CDBN_012,99.0
3203,MB,CDBN_015,107.0
3204,MB,CDBN_016,106.0
3205,MB,CDBN_277,107.0
3206,MB,CDBN_116,105.0
3207,MB,CDBN_298,103.0
3208,MB,CDBN_299,94.0
3209,MB,CDBN_249,98.0
3210,MB,CDBN_250,93.0
3211,MB,CDBN_251,97.0
3212,MB,CDBN_017,106.0
3213,MB,CDBN_019,107.0
3214,MB,CDBN_021,105.0
3215,MB,CDBN_089,95.0
3216,MB,CDBN_026,108.0
3217,MB,CDBN_263,106.0
3218,MB,CDBN_125,110.0
3219,MB,CDBN_126,104.0
3220,MB,CDBN_127,105.0
3221,MB,CDBN_027,107.0
3222,MB,CDBN_028,98.0
3223,MB,CDBN_164,106.0
3224,MB,CDBN_035,104.0
3225,MB,CDBN_044,107.0
3226,MB,CDBN_046,103.0
3227,MB,CDBN_304,99.0
3228,MB,CDBN_285,106.0
3229,MB,CDBN_079,100.0
3230,MB,CDBN_095,94.0
3231,MB,CDBN_219,108.0
3232,MB,CDBN_311,108.0
3233,MB,CDBN_053,97.0
3234,MB,CDBN_065,109.0
3235,MB,CDBN_314,106.0
3236,MB,CDBN_317,98.0
3237,MB,CDBN_013,105.0
3238,MB,CDBN_014,96.0
3239,MB,CDBN_051,110.0
3240,MB,CDBN_293,102.0
3241,MB,CDBN_242,100.0
3242,MB,CDBN_239,108.0
3243,MB,CDBN_159,106.0
3244,MB,CDBN_247,88.0
3245,MB,CDBN_278,108.0
3246,MB,CDBN_024,101.0
3247,MB,CDBN_268,103.0
3248,MB,CDBN_036,108.0
3249,MB,CDBN_037,106.0
3250,MB,CDBN_048,111.0
3251,MB,CDBN_271,105.0
3252,MB,CDBN_193,102.0
3253,MB,CDBN_128,91.0
3254,MB,CDBN_303,105.0
3255,MB,CDBN_199,93.0
3256,MB,CDBN_232,106.0
3257,MB,CDBN_203,105.0
3258,MB,CDBN_098,102.0
3259,MB,CDBN_165,100.0
3260,MB,CDBN_307,106.0
3261,MB,CDBN_138,104.0
3262,MB,CDBN_318,102.0
3263,MB,CDBN_171,97.0
3264,MB,CDBN_300,97.0
3265,MB,CDBN_039,104.0
3266,MB,CDBN_284,98.0
3267,MB,CDBN_238,113.0
3268,MB,CDBN_324,104.0
3269,MB,CDBN_290,101.0
3270,MB,CDBN_087,108.0
3271,MB,CDBN_273,108.0
3272,MB,CDBN_274,100.0
3273,MB,CDBN_002,109.0
3274,MB,CDBN_115,102.0
3275,MB,CDBN_168,114.0
3276,MB,CDBN_275,107.0
3277,MB,CDBN_123,111.0
3278,MB,CDBN_259,108.0
3279,MB,CDBN_196,95.0
3280,MB,CDBN_166,118.0
3281,MB,CDBN_084,108.0
3282,MB,CDBN_226,113.0
3283,MO,CDBN_051,87.0
3284,MO,CDBN_293,87.0
3285,MO,CDBN_242,83.0
3286,MO,CDBN_239,90.0
3287,MO,CDBN_159,83.0
3288,MO,CDBN_299,77.0
3289,MO,CDBN_171,70.0
3290,MO,CDBN_300,91.0
3291,MO,CDBN_278,80.0
3292,MO,CDBN_024,80.0
3293,MO,CDBN_268,87.0
3294,MO,CDBN_037,89.0
3295,MO,CDBN_039,89.0
3296,MO,CDBN_048,91.0
3297,MO,CDBN_193,75.0
3298,MO,CDBN_128,62.0
3299,MO,CDBN_284,67.0
3300,MO,CDBN_303,91.0
3301,MO,CDBN_304,65.0
3302,MO,CDBN_238,90.0
3303,MO,CDBN_285,87.0
3304,MO,CDBN_324,88.0
3305,MO,CDBN_165,69.0
3306,MO,CDBN_307,83.0
3307,MO,CDBN_290,75.0
3308,MO,CDBN_053,78.0
3309,MO,CDBN_065,84.0
3310,MO,CDBN_317,64.0
3311,MO,CDBN_138,91.0
3312,MO,CDBN_087,92.0
3313,MO,CDBN_273,88.0
3314,MO,CDBN_274,91.0
3315,MO,CDBN_318,77.0
3316,MO,CDBN_155,100.0
3317,MO,CDBN_296,97.0
3318,MO,CDBN_321,100.0
3319,MO,CDBN_275,98.0
3320,MO,CDBN_248,96.0
3321,MO,CDBN_301,102.0
3322,MO,CDBN_257,100.0
3323,MO,CDBN_146,102.0
3324,MO,CDBN_265,98.0
3325,MO,CDBN_267,100.0
3326,MO,CDBN_038,101.0
3327,MO,CDBN_040,96.0
3328,MO,CDBN_042,102.0
3329,MO,CDBN_093,97.0
3330,MO,CDBN_179,98.0
3331,MO,CDBN_201,99.0
3332,MO,CDBN_306,97.0
