,location,genotype,SY
2377,ON,CDBN_040,2660.0
2378,ON,CDBN_043,3065.44
2379,ON,CDBN_093,2513.28
2380,ON,CDBN_179,2742.88
2381,ON,CDBN_201,2845.92
2382,ON,CDBN_086,2813.44
2383,ON,CDBN_088,2048.48
2384,ON,CDBN_155,2920.96
2385,ON,CDBN_296,2637.6
2386,ON,CDBN_321,2805.6
2387,ON,CDBN_248,1260.0
2388,ON,CDBN_301,2711.52
2389,ON,CDBN_257,2354.24
2390,ON,CDBN_146,2584.96
2391,ON,CDBN_265,2456.16
2392,ON,CDBN_042,1794.24
2393,ON,CDBN_306,2555.84
2394,ON,CDBN_312,2383.36
2395,ON,CDBN_316,2394.56
2396,ON,CDBN_144,2819.04
2397,ON,CDBN_170,1008.0
2398,ON,CDBN_288,2278.08
2399,ON,CDBN_097,2570.4
2400,ON,CDBN_030,1832.32
2401,ON,CDBN_031,1071.84
2402,ON,CDBN_032,1901.76
2403,ON,CDBN_033,1940.96
2404,ON,CDBN_034,2215.36
2405,ON,CDBN_192,2412.48
2406,ON,CDBN_041,679.84
2407,ON,CDBN_076,1827.84
2408,ON,CDBN_077,1541.12
2409,ON,CDBN_207,2164.96
2410,ON,CDBN_186,2755.2
2411,ON,CDBN_006,2901.92
2412,ON,CDBN_187,2572.64
2413,ON,CDBN_008,2282.56
2414,ON,CDBN_007,1916.32
2415,ON,CDBN_147,1990.24
2416,ON,CDBN_023,2666.72
2417,ON,CDBN_124,2728.32
2418,ON,CDBN_073,2424.8
2419,ON,CDBN_075,1901.76
2420,ON,CDBN_175,1616.16
2421,ON,CDBN_001,1833.44
2422,ON,CDBN_005,2266.88
2423,ON,CDBN_294,1542.24
2424,ON,CDBN_050,1433.6
2425,ON,CDBN_297,1273.44
2426,ON,CDBN_182,1470.56
2427,ON,CDBN_287,741.44
2428,ON,CDBN_279,1118.88
2429,ON,CDBN_322,1228.64
2430,ON,CDBN_289,1414.56
2431,ON,CDBN_045,1087.52
2432,ON,CDBN_047,1741.6
2433,ON,CDBN_072,790.72
2434,ON,CDBN_134,2122.4
2435,ON,CDBN_291,1368.64
2436,ON,CDBN_003,2822.4
2437,ON,CDBN_286,1345.12
2438,ON,CDBN_074,1283.52
2439,ON,CDBN_080,2050.72
2440,ON,CDBN_090,1276.8
2441,ON,CDBN_081,1962.24
2442,ON,CDBN_309,2493.12
2443,ON,CDBN_313,1985.76
2444,ON,CDBN_315,1893.92
2445,ON,CDBN_136,2144.8
2446,ON,CDBN_246,2508.8
2447,ON,CDBN_323,2600.64
2448,ON,CDBN_188,1678.88
2449,ON,CDBN_180,2470.72
2450,ON,CDBN_240,2416.96
2451,ON,CDBN_153,1848.0
2452,ON,CDBN_308,3074.4
2453,ON,CDBN_319,3048.64
2454,ON,CDBN_025,1382.08
2455,ON,CDBN_280,1551.2
2456,ON,CDBN_049,1617.28
2457,ON,CDBN_100,1130.08
2458,ON,CDBN_120,1124.48
2459,ON,CDBN_276,1263.36
2460,ON,CDBN_281,1048.32
2461,ON,CDBN_157,927.36
2462,ON,CDBN_133,1413.44
2463,ON,CDBN_112,710.08
2464,ON,CDBN_220,1199.52
2465,ON,CDBN_099,1789.76
2466,ON,CDBN_101,1631.84
2467,ON,CDBN_102,1886.08
2468,ON,CDBN_110,982.24
2469,ON,CDBN_111,1098.72
2470,ON,CDBN_282,884.8
2471,ON,CDBN_283,809.76
2472,ON,CDBN_057,1047.2
2473,ON,CDBN_221,1061.76
2474,ON,CDBN_229,3130.4
2475,ON,CDBN_145,3344.32
2476,ON,CDBN_103,2962.4
2477,ON,CDBN_104,3203.2
2478,ON,CDBN_106,3067.68
2479,ON,CDBN_107,2713.76
2480,ON,CDBN_177,2858.24
2481,ON,CDBN_108,2514.4
2482,ON,CDBN_109,2410.24
2483,ON,CDBN_156,2386.72
2484,ON,CDBN_194,3488.8
2485,ON,CDBN_130,3111.36
2486,ON,CDBN_113,3843.84
2487,ON,CDBN_132,2968.0
2488,ON,CDBN_162,2867.2
2489,ON,CDBN_292,2612.96
2490,ON,CDBN_169,3305.12
2491,ON,CDBN_117,3329.76
2492,ON,CDBN_118,3165.12
2493,ON,CDBN_122,3041.92
2494,ON,CDBN_264,2890.72
2495,ON,CDBN_131,2710.4
2496,ON,CDBN_227,3632.16
2497,ON,CDBN_151,2711.52
2498,WA,CDBN_054,4894.4
2499,WA,CDBN_351,4872.0
2500,WA,CDBN_171,3169.6
2501,WA,CDBN_345,4353.44
2502,WA,CDBN_332,3629.92
2503,WA,CDBN_339,3848.32
2504,WA,CDBN_067,5047.84
2505,WA,CDBN_062,4552.8
2506,WA,CDBN_068,4649.12
2507,WA,CDBN_172,3133.76
2508,WA,CDBN_063,3675.84
2509,WA,CDBN_095,4363.52
2510,WA,CDBN_342,5475.68
2511,WA,CDBN_069,4262.72
2512,WA,CDBN_161,3143.84
2513,WA,CDBN_059,4437.44
2514,WA,CDBN_071,2708.16
2515,WA,CDBN_310,4541.6
2516,WA,CDBN_060,3270.4
2517,WA,CDBN_061,4094.72
2518,WA,CDBN_349,4684.96
2519,WA,CDBN_185,4667.04
2520,WA,CDBN_173,4631.2
2521,WA,CDBN_160,2608.48
2522,WA,CDBN_070,3108.0
2523,WA,CDBN_236,3286.08
2524,WA,CDBN_235,2400.16
2525,WA,CDBN_218,2998.24
2526,WA,CDBN_343,4868.64
2527,WA,CDBN_052,4352.32
2528,WA,CDBN_064,4636.8
2529,WA,CDBN_262,4944.8
2530,WA,CDBN_083,5056.8
2531,WA,CDBN_143,4933.6
2532,WA,CDBN_253,1630.72
2533,WA,CDBN_237,3130.4
2534,WA,CDBN_058,2346.4
2535,WA,CDBN_217,3046.4
2536,WA,CDBN_167,3336.48
2537,WA,CDBN_261,3314.08
2538,WA,CDBN_243,4399.36
2539,WA,CDBN_295,4748.8
2540,WA,CDBN_066,2633.12
2541,WA,CDBN_269,2983.68
2542,WA,CDBN_055,5377.12
2543,WA,CDBN_195,4859.68
2544,WA,CDBN_305,4177.6
2545,WA,CDBN_174,4964.96
2546,WA,CDBN_214,4076.8
2547,WA,CDBN_141,4672.64
2548,WA,CDBN_142,5396.16
2549,WA,CDBN_255,3612.0
2550,WA,CDBN_270,3659.04
2551,WA,CDBN_197,3666.88
2552,WA,CDBN_210,3915.52
2553,WA,CDBN_085,4205.6
2554,WA,CDBN_228,4070.08
2555,WA,CDBN_184,3749.76
2556,WA,CDBN_254,3036.32
2557,WA,CDBN_215,4437.44
2558,WA,CDBN_168,2572.64
2559,WA,CDBN_096,4164.16
2560,WA,CDBN_056,4441.92
2561,WA,CDBN_272,5264.0
2562,WA,CDBN_198,3943.52
2563,WA,CDBN_200,4355.68
2564,WA,CDBN_189,1237.6
2565,WA,CDBN_206,5560.8
2566,WA,CDBN_211,4728.64
2567,WA,CDBN_216,4324.32
2568,WA,CDBN_091,2864.96
2569,WA,CDBN_320,3871.84
2570,WA,CDBN_244,3127.04
2571,WA,CDBN_163,2215.36
2572,WA,CDBN_252,2999.36
2573,WA,CDBN_035,3816.96
2574,WA,CDBN_304,3022.88
2575,WA,CDBN_204,2552.48
2576,WA,CDBN_212,3554.88
2577,WA,CDBN_178,3309.6
2578,WA,CDBN_213,3778.88
2579,WA,CDBN_225,3738.56
2580,WA,CDBN_092,2965.76
2581,WA,CDBN_181,4121.6
2582,WA,CDBN_183,5122.88
2583,WA,CDBN_019,3165.12
2584,WA,CDBN_020,2845.92
2585,WA,CDBN_302,4131.68
2586,WA,CDBN_078,1581.44
2587,WA,CDBN_165,2742.88
2588,WA,CDBN_158,2722.72
2589,WA,CDBN_094,3992.8
2590,WA,CDBN_082,5442.08
2591,WA,CDBN_223,5007.52
2592,WA,CDBN_245,4482.24
2593,WA,CDBN_324,4540.48
2594,WA,CDBN_224,4762.24
2595,WA,CDBN_087,2952.32
2596,WA,CDBN_275,4018.56
2597,WA,CDBN_170,3404.8
2598,WA,CDBN_121,3635.52
2599,WA,CDBN_026,4327.68
2600,WA,CDBN_196,3967.04
2601,WA,CDBN_208,4684.96
2602,WA,CDBN_234,4105.92
2603,WA,CDBN_316,3734.08
2604,WA,CDBN_084,4294.08
2605,WA,CDBN_011,4336.3096
2606,WA,CDBN_016,4358.3176
2607,WA,CDBN_089,2908.3572
2608,WA,CDBN_123,3067.1816
2609,WA,CDBN_263,4326.406
2610,WA,CDBN_126,2857.0052
2611,WA,CDBN_127,3213.168
2612,WA,CDBN_028,3462.9588
2613,WA,CDBN_129,3973.5444
2614,WA,CDBN_079,1716.9908
2615,WA,CDBN_010,2531.536
2616,WA,CDBN_015,2964.64
2617,WA,CDBN_277,2102.016
2618,WA,CDBN_116,1852.256
2619,WA,CDBN_298,3467.296
2620,WA,CDBN_299,3111.136
2621,WA,CDBN_249,3298.4
2622,WA,CDBN_250,1891.456
2623,WA,CDBN_251,1403.136
2624,WA,CDBN_017,3536.4
2625,WA,CDBN_021,1433.6
2626,WA,CDBN_125,1034.096
2627,WA,CDBN_027,1023.12
2628,WA,CDBN_164,968.24
2629,WA,CDBN_044,2174.816
2630,WA,CDBN_046,1800.4
2631,WA,CDBN_285,716.24
2632,WA,CDBN_219,3169.6
2633,WA,CDBN_311,3645.04
2634,WA,CDBN_053,2294.096
2635,WA,CDBN_065,2987.936
2636,WA,CDBN_314,3187.856
2637,WA,CDBN_317,2810.416
2638,WA,CDBN_012,2965.984
2639,WA,CDBN_013,4721.92
2640,WA,CDBN_014,4295.2
2641,WA,CDBN_051,2353.12
2642,WA,CDBN_293,3488.8
2643,WA,CDBN_242,3668.0
2644,WA,CDBN_239,3810.24
2645,WA,CDBN_159,2511.04
2646,WA,CDBN_247,3477.6
2647,WA,CDBN_278,2752.96
2648,WA,CDBN_024,3921.12
2649,WA,CDBN_268,2289.28
2650,WA,CDBN_036,3017.28
2651,WA,CDBN_037,4036.48
2652,WA,CDBN_048,4370.24
2653,WA,CDBN_271,3765.44
2654,WA,CDBN_193,3795.68
2655,WA,CDBN_128,3197.6
2656,WA,CDBN_303,3388.0
2657,WA,CDBN_199,4379.2
2658,WA,CDBN_232,3580.64
2659,WA,CDBN_203,3327.52
2660,WA,CDBN_098,3348.8
2661,WA,CDBN_307,3747.52
2662,WA,CDBN_138,3665.76
2663,WA,CDBN_318,3222.24
2664,WA,CDBN_300,2570.4
2665,WA,CDBN_039,2979.2
2666,WA,CDBN_284,1799.84
2667,WA,CDBN_238,3603.04
2668,WA,CDBN_290,3572.8
2669,WA,CDBN_273,3111.36
2670,WA,CDBN_274,3575.04
2671,WA,CDBN_002,1382.08
2672,WA,CDBN_115,2709.28
2673,WA,CDBN_259,2952.32
2674,WA,CDBN_166,1531.04
2675,WA,CDBN_226,2845.92
2676,WA,CDBN_009,3851.68
2677,WA,CDBN_154,3025.12
2678,WA,CDBN_241,3930.08
2679,WA,CDBN_267,3914.4
2680,WA,CDBN_038,3111.36
2681,WA,CDBN_040,4338.88
2682,WA,CDBN_043,3692.64
2683,WA,CDBN_093,2556.96
2684,WA,CDBN_179,4107.04
2685,WA,CDBN_201,2863.84
2686,WA,CDBN_086,3676.96
2687,WA,CDBN_088,2695.84
2688,WA,CDBN_155,3806.88
2689,WA,CDBN_296,3869.6
2690,WA,CDBN_321,3309.6
2691,WA,CDBN_248,3262.56
2692,WA,CDBN_301,4850.72
2693,WA,CDBN_257,2832.48
2694,WA,CDBN_146,2987.04
2695,WA,CDBN_265,4083.52
2696,WA,CDBN_042,4217.92
2697,WA,CDBN_306,4472.16
2698,WA,CDBN_312,4378.08
2699,WA,CDBN_144,3788.96
2700,WA,CDBN_288,1639.68
2701,WA,CDBN_097,2720.48
2702,WA,CDBN_030,3430.56
2703,WA,CDBN_031,2636.48
2704,WA,CDBN_032,3306.24
2705,WA,CDBN_033,3111.36
2706,WA,CDBN_034,3054.24
2707,WA,CDBN_192,2199.68
2708,WA,CDBN_041,1367.52
2709,WA,CDBN_076,3650.08
2710,WA,CDBN_077,3370.08
2711,WA,CDBN_207,2590.56
2712,WA,CDBN_186,243.04
2713,WA,CDBN_006,1103.2
2714,WA,CDBN_187,474.88
2715,WA,CDBN_008,619.36
2716,WA,CDBN_007,474.88
2717,WA,CDBN_147,823.2
2718,WA,CDBN_023,717.92
2719,WA,CDBN_124,815.36
2720,WA,CDBN_073,501.76
2721,WA,CDBN_075,392.0
2722,WA,CDBN_175,128.8
2723,WA,CDBN_003,3171.84
2724,WA,CDBN_005,3588.48
2725,WA,CDBN_004,3581.76
2726,WA,CDBN_279,2337.44
2727,WA,CDBN_022,2306.08
2728,WA,CDBN_322,2632.0
2729,WA,CDBN_047,3071.04
2730,WA,CDBN_001,3628.8
2731,WA,CDBN_294,3139.36
2732,WA,CDBN_050,3400.32
2733,WA,CDBN_297,3726.24
2734,WA,CDBN_182,4165.28
2735,WA,CDBN_287,3636.64
2736,WA,CDBN_289,3382.4
2737,WA,CDBN_045,2681.28
2738,WA,CDBN_072,2507.68
2739,WA,CDBN_134,3321.92
2740,WA,CDBN_291,2626.4
2741,WA,CDBN_286,2798.88
2742,WA,CDBN_074,2151.52
2743,WA,CDBN_080,2825.76
2744,WA,CDBN_090,2431.52
2745,WA,CDBN_081,3414.88
2746,WA,CDBN_309,2953.44
2747,WA,CDBN_313,3800.16
2748,WA,CDBN_315,3491.04
2749,WA,CDBN_136,2751.84
2750,WA,CDBN_246,3386.88
2751,WA,CDBN_323,3696.0
2752,WA,CDBN_188,887.04
2753,WA,CDBN_180,2972.48
2754,WA,CDBN_240,3016.16
2755,WA,CDBN_153,595.84
2756,WA,CDBN_308,2834.72
2757,WA,CDBN_319,3404.8
2758,WA,CDBN_025,3054.24
2759,WA,CDBN_280,2275.84
2760,WA,CDBN_049,3286.08
2761,WA,CDBN_100,2429.28
2762,WA,CDBN_120,4099.2
2763,WA,CDBN_276,4208.96
2764,WA,CDBN_281,2615.2
2765,WA,CDBN_157,2644.32
2766,WA,CDBN_133,3707.2
2767,WA,CDBN_112,976.64
2768,WA,CDBN_220,3116.96
2769,WA,CDBN_099,3828.16
2770,WA,CDBN_101,3940.16
2771,WA,CDBN_102,2931.04
2772,WA,CDBN_110,4584.16
2773,WA,CDBN_111,1658.72
2774,WA,CDBN_282,2440.48
2775,WA,CDBN_283,2819.04
2776,WA,CDBN_057,2324.0
2777,WA,CDBN_221,4027.52
2778,WA,CDBN_229,3495.52
2779,WA,CDBN_145,2427.04
2780,WA,CDBN_103,2313.92
2781,WA,CDBN_104,3536.96
2782,WA,CDBN_106,2540.16
2783,WA,CDBN_107,3344.32
2784,WA,CDBN_177,4241.44
2785,WA,CDBN_108,3165.12
2786,WA,CDBN_109,2691.36
2787,WA,CDBN_156,2201.92
2788,WA,CDBN_194,3411.52
2789,WA,CDBN_130,2485.28
2790,WA,CDBN_113,3094.56
2791,WA,CDBN_132,3080.0
2792,WA,CDBN_162,2828.0
2793,WA,CDBN_292,2162.72
2794,WA,CDBN_105,2582.72
2795,WA,CDBN_169,2746.24
2796,WA,CDBN_231,3457.44
2797,WA,CDBN_137,1545.6
2798,WA,CDBN_150,2692.48
2799,WA,CDBN_258,2448.32
2800,WA,CDBN_264,4014.08
2801,WA,CDBN_266,4029.76
2802,WA,CDBN_152,1499.68
2803,WA,CDBN_230,2289.28
2804,WA,CDBN_209,3076.64
2805,WA,CDBN_135,3180.8
2806,WA,CDBN_222,2652.16
2807,WA,CDBN_148,2331.84
2808,WA,CDBN_227,4243.68
2809,WA,CDBN_149,2610.72
2810,WA,CDBN_117,3242.4
2811,WA,CDBN_118,3722.88
2812,WA,CDBN_122,2163.84
2813,WA,CDBN_260,2399.04
2814,WA,CDBN_202,3296.16
2815,WA,CDBN_131,3165.12
2816,WA,CDBN_151,2876.16
2817,WA,CDBN_176,1821.12
2818,WA,CDBN_191,1307.04
2819,WA,CDBN_114,2701.44
2820,WA,CDBN_233,1932.0
2821,WY,CDBN_054,3762.08
2822,WY,CDBN_351,2863.84
2823,WY,CDBN_171,1928.64
2824,WY,CDBN_345,3617.6
2825,WY,CDBN_332,3689.28
2826,WY,CDBN_339,3440.64
2827,WY,CDBN_067,3893.12
2828,WY,CDBN_062,2980.32
2829,WY,CDBN_068,4141.76
2830,WY,CDBN_172,2462.88
2831,WY,CDBN_063,3041.92
2832,WY,CDBN_095,4527.04
2833,WY,CDBN_342,3834.88
2834,WY,CDBN_069,3661.28
2835,WY,CDBN_161,2860.48
2836,WY,CDBN_059,3886.4
2837,WY,CDBN_071,1794.24
2838,WY,CDBN_310,2858.24
2839,WY,CDBN_060,1784.16
2840,WY,CDBN_061,2820.16
2841,WY,CDBN_349,2528.96
2842,WY,CDBN_185,2528.96
2843,WY,CDBN_173,2830.24
2844,WY,CDBN_160,1570.24
2845,WY,CDBN_070,2412.48
2846,WY,CDBN_236,2885.12
2847,WY,CDBN_235,2391.2
2848,WY,CDBN_218,2521.12
2849,WY,CDBN_343,4054.4
2850,WY,CDBN_052,3711.68
2851,WY,CDBN_064,3943.52
2852,WY,CDBN_262,3694.88
2853,WY,CDBN_083,4846.24
2854,WY,CDBN_143,3833.76
2855,WY,CDBN_253,3040.8
2856,WY,CDBN_237,3206.56
2857,WY,CDBN_058,3612.0
2858,WY,CDBN_217,3338.72
2859,WY,CDBN_167,2562.56
2860,WY,CDBN_261,3390.24
2861,WY,CDBN_243,2382.24
2862,WY,CDBN_295,3316.32
2863,WY,CDBN_066,2496.48
2864,WY,CDBN_269,3300.64
2865,WY,CDBN_055,2792.16
2866,WY,CDBN_195,2740.64
2867,WY,CDBN_305,3609.76
2868,WY,CDBN_174,3926.72
2869,WY,CDBN_214,2685.76
2870,WY,CDBN_141,2443.84
2871,WY,CDBN_142,3547.04
2872,WY,CDBN_255,4925.76
2873,WY,CDBN_270,4579.68
2874,WY,CDBN_197,3680.32
2875,WY,CDBN_210,3830.4
2876,WY,CDBN_085,5040.0
2877,WY,CDBN_228,3403.68
2878,WY,CDBN_184,4654.72
2879,WY,CDBN_254,3973.76
2880,WY,CDBN_215,3573.92
2881,WY,CDBN_168,3012.8
2882,WY,CDBN_096,3907.68
2883,WY,CDBN_056,1448.16
2884,WY,CDBN_272,4045.44
2885,WY,CDBN_198,3175.2
2886,WY,CDBN_200,2826.88
2887,WY,CDBN_189,3348.8
2888,WY,CDBN_206,4967.2
2889,WY,CDBN_211,3916.64
2890,WY,CDBN_216,3746.4
2891,WY,CDBN_091,2652.16
2892,WY,CDBN_244,3114.72
2893,WY,CDBN_163,1892.8
2894,WY,CDBN_035,2556.96
2895,WY,CDBN_178,3454.08
2896,WY,CDBN_139,2224.32
2897,WY,CDBN_353,1936.48
2898,WY,CDBN_320,3588.48
2899,WY,CDBN_252,3433.92
2900,WY,CDBN_304,4351.2
2901,WY,CDBN_204,3233.44
2902,WY,CDBN_212,4415.04
2903,WY,CDBN_213,3433.92
2904,WY,CDBN_225,3772.16
2905,WY,CDBN_092,2512.16
2906,WY,CDBN_181,2620.8
2907,WY,CDBN_183,3372.32
2908,WY,CDBN_019,3175.2
2909,WY,CDBN_020,2415.84
2910,WY,CDBN_302,3580.64
2911,WY,CDBN_078,2543.52
2912,WY,CDBN_165,2446.08
2913,WY,CDBN_158,2490.88
2914,WY,CDBN_094,2269.12
2915,WY,CDBN_082,4668.16
2916,WY,CDBN_223,4152.96
2917,WY,CDBN_245,4169.76
2918,WY,CDBN_324,4641.28
2919,WY,CDBN_224,3536.96
2920,WY,CDBN_087,3148.32
2921,WY,CDBN_275,4099.2
2922,WY,CDBN_170,2850.4
2923,WY,CDBN_121,3890.88
2924,WY,CDBN_026,3553.76
2925,WY,CDBN_196,3525.76
2926,WY,CDBN_208,5312.16
2927,WY,CDBN_234,3553.76
2928,WY,CDBN_316,3706.08
2929,WY,CDBN_084,4555.04
2930,WY,CDBN_011,4501.28
2931,WY,CDBN_016,4099.2
2932,WY,CDBN_089,3050.88
2933,WY,CDBN_123,3525.76
2934,WY,CDBN_263,4490.08
2935,WY,CDBN_126,3539.2
2936,WY,CDBN_127,3112.48
2937,WY,CDBN_028,3678.08
2938,WY,CDBN_129,3711.68
2939,WY,CDBN_079,2807.84
2940,WY,CDBN_010,4467.68
2941,WY,CDBN_012,3998.4
2942,WY,CDBN_015,4035.36
2943,WY,CDBN_277,2992.64
2944,WY,CDBN_116,3452.96
2945,WY,CDBN_298,4527.04
2946,WY,CDBN_299,4652.48
2947,WY,CDBN_249,3914.4
2948,WY,CDBN_250,3470.88
2949,WY,CDBN_251,2936.64
2950,WY,CDBN_017,4140.64
2951,WY,CDBN_021,3068.8
2952,WY,CDBN_125,2987.04
2953,WY,CDBN_027,2730.56
2954,WY,CDBN_164,2517.76
2955,WY,CDBN_044,3052.0
2956,WY,CDBN_046,2901.92
2957,WY,CDBN_285,2352.0
2958,WY,CDBN_219,3762.08
2959,WY,CDBN_311,3803.52
2960,WY,CDBN_053,3476.48
2961,WY,CDBN_065,3981.6
2962,WY,CDBN_314,3651.2
2963,WY,CDBN_317,3955.84
2964,WY,CDBN_013,3964.8
2965,WY,CDBN_014,4575.2
2966,WY,CDBN_051,3099.04
2967,WY,CDBN_293,3411.52
2968,WY,CDBN_242,4332.16
2969,WY,CDBN_239,3564.96
2970,WY,CDBN_159,2807.84
2971,WY,CDBN_247,4504.64
2972,WY,CDBN_278,2914.24
2973,WY,CDBN_024,3927.84
2974,WY,CDBN_268,4223.52
2975,WY,CDBN_036,4154.08
2976,WY,CDBN_037,3875.2
2977,WY,CDBN_048,4514.72
2978,WY,CDBN_271,3777.76
2979,WY,CDBN_193,4394.88
2980,WY,CDBN_128,4355.68
2981,WY,CDBN_303,3820.32
2982,WY,CDBN_199,4670.4
2983,WY,CDBN_232,3717.28
2984,WY,CDBN_203,3003.84
2985,WY,CDBN_098,3849.44
2986,WY,CDBN_307,4355.68
2987,WY,CDBN_138,3586.24
2988,WY,CDBN_318,3867.36
2989,WY,CDBN_300,4187.68
2990,WY,CDBN_039,2680.16
2991,WY,CDBN_284,1550.08
2992,WY,CDBN_238,3200.96
2993,WY,CDBN_290,4667.04
2994,WY,CDBN_273,3261.44
2995,WY,CDBN_274,4802.56
2996,WY,CDBN_002,2524.48
2997,WY,CDBN_115,2020.48
2998,WY,CDBN_259,2615.2
2999,WY,CDBN_166,3164.0
3000,WY,CDBN_226,3007.2
3001,WY,CDBN_009,524.16
3002,WY,CDBN_154,563.36
3003,WY,CDBN_241,542.08
3004,WY,CDBN_267,453.6
3005,WY,CDBN_038,574.56
3006,WY,CDBN_040,714.56
3007,WY,CDBN_043,472.64
3008,WY,CDBN_093,367.36
3009,WY,CDBN_179,512.96
3010,WY,CDBN_201,462.56
3011,WY,CDBN_086,656.32
3012,WY,CDBN_088,432.32
3013,WY,CDBN_155,2895.2
3014,WY,CDBN_296,3203.2
3015,WY,CDBN_321,2677.92
3016,WY,CDBN_248,2161.6
3017,WY,CDBN_301,3283.84
3018,WY,CDBN_257,2194.08
3019,WY,CDBN_146,3419.36
3020,WY,CDBN_265,3333.12
3021,WY,CDBN_042,2620.8
3022,WY,CDBN_306,2887.36
3023,WY,CDBN_312,3418.24
3024,WY,CDBN_144,3325.28
3025,WY,CDBN_288,2968.0
3026,WY,CDBN_097,3165.12
3027,WY,CDBN_030,3038.56
3028,WY,CDBN_031,2409.12
3029,WY,CDBN_032,3823.68
3030,WY,CDBN_033,3289.44
3031,WY,CDBN_034,2612.96
3032,WY,CDBN_192,2481.92
3033,WY,CDBN_041,1761.76
3034,WY,CDBN_076,3391.36
3035,WY,CDBN_077,2553.6
3036,WY,CDBN_207,2853.76
3037,WY,CDBN_186,2413.6
3038,WY,CDBN_006,2145.92
3039,WY,CDBN_187,2658.88
3040,WY,CDBN_008,3003.84
3041,WY,CDBN_007,3184.16
3042,WY,CDBN_147,3003.84
3043,WY,CDBN_023,3032.96
3044,WY,CDBN_124,1927.52
3045,WY,CDBN_073,1831.2
3046,WY,CDBN_075,1372.0
3047,WY,CDBN_175,2014.88
3048,WY,CDBN_003,2567.04
3049,WY,CDBN_005,2925.44
3050,WY,CDBN_004,2563.68
3051,WY,CDBN_279,1994.72
3052,WY,CDBN_022,2264.64
3053,WY,CDBN_322,2390.08
3054,WY,CDBN_047,2257.92
3055,WY,CDBN_294,2391.2
3056,WY,CDBN_297,2607.36
3057,WY,CDBN_182,2518.88
3058,WY,CDBN_286,1926.4
3059,WY,CDBN_287,2480.8
3060,WY,CDBN_289,3092.32
3061,WY,CDBN_045,1655.36
3062,WY,CDBN_072,1571.36
3063,WY,CDBN_074,1535.52
3064,WY,CDBN_080,2981.44
3065,WY,CDBN_090,1453.76
3066,WY,CDBN_134,2580.48
3067,WY,CDBN_081,2311.68
3068,WY,CDBN_309,2049.6
3069,WY,CDBN_313,2450.56
3070,WY,CDBN_315,2192.96
3071,WY,CDBN_136,2078.72
3072,WY,CDBN_050,3102.4
3073,WY,CDBN_323,3638.88
3074,WY,CDBN_180,2844.8
3075,WY,CDBN_240,2423.68
3076,WY,CDBN_308,2881.76
3077,WY,CDBN_025,2634.24
3078,WY,CDBN_188,493.92
3079,WY,CDBN_280,907.2
3080,WY,CDBN_049,2988.16
3081,WY,CDBN_319,1793.12
3082,WY,CDBN_100,3722.88
3083,WY,CDBN_120,4879.84
3084,WY,CDBN_276,4720.8
3085,WY,CDBN_281,4030.88
3086,WY,CDBN_157,4061.12
3087,WY,CDBN_133,4509.12
3088,WY,CDBN_112,2041.76
3089,WY,CDBN_153,1991.36
3090,WY,CDBN_220,2428.16
3091,WY,CDBN_099,3053.12
3092,WY,CDBN_101,2880.64
3093,WY,CDBN_102,1654.24
3094,WY,CDBN_110,3069.92
3095,WY,CDBN_111,1693.44
3096,WY,CDBN_282,2098.88
3097,WY,CDBN_283,1777.44
3098,WY,CDBN_057,1667.68
3099,WY,CDBN_221,3049.76
3100,WY,CDBN_229,3374.56
3101,WY,CDBN_145,168.0
3102,WY,CDBN_103,2689.12
3103,WY,CDBN_104,2254.56
3104,WY,CDBN_106,245.28
3105,WY,CDBN_107,1711.36
3106,WY,CDBN_177,2727.2
3107,WY,CDBN_108,2755.2
3108,WY,CDBN_109,1833.44
3109,WY,CDBN_156,1542.24
3110,WY,CDBN_194,209.44
3111,WY,CDBN_130,1912.96
3112,WY,CDBN_113,836.64
3113,WY,CDBN_132,1338.4
3114,WY,CDBN_162,1545.6
3115,WY,CDBN_292,1594.88
3116,WY,CDBN_105,2430.4
3117,WY,CDBN_231,2532.32
3118,WY,CDBN_150,2434.88
3119,WY,CDBN_258,3076.64
3120,WY,CDBN_264,3850.56
3121,WY,CDBN_266,3346.56
3122,WY,CDBN_169,2455.04
3123,WY,CDBN_152,2681.28
3124,WY,CDBN_230,2973.6
3125,WY,CDBN_209,3225.6
3126,WY,CDBN_135,3981.6
3127,WY,CDBN_222,2862.72
3128,WY,CDBN_148,3289.44
3129,WY,CDBN_227,3256.96
3130,WY,CDBN_149,3231.2
3131,WY,CDBN_176,2694.72
3132,WY,CDBN_117,2946.72
3133,WY,CDBN_118,2960.16
3134,WY,CDBN_260,2428.16
3135,WY,CDBN_114,2970.24
3136,WY,CDBN_233,2541.28
3137,NY,CDBN_054,2860.48
3138,NY,CDBN_171,2589.44
3139,NY,CDBN_185,2770.88
3140,NY,CDBN_067,3384.64
3141,NY,CDBN_062,3382.4
3142,NY,CDBN_068,3330.88
3143,NY,CDBN_172,2812.32
3144,NY,CDBN_173,2886.24
3145,NY,CDBN_160,3021.76
3146,NY,CDBN_063,3410.4
3147,NY,CDBN_095,3123.68
3148,NY,CDBN_069,2805.6
3149,NY,CDBN_070,3083.36
3150,NY,CDBN_236,3345.44
3151,NY,CDBN_161,2661.12
3152,NY,CDBN_059,3099.04
3153,NY,CDBN_071,2115.68
3154,NY,CDBN_310,3036.32
3155,NY,CDBN_060,2283.68
