,location,genotype,SW
3841,SK,CDBN_188,490.901417138138
3842,SK,CDBN_180,164.643524296058
3843,SK,CDBN_153,516.620625780911
3844,SK,CDBN_308,300.392655255391
3845,SK,CDBN_319,291.137939304005
3846,SK,CDBN_025,381.49109288111
3847,SK,CDBN_280,451.336228294169
3848,SK,CDBN_049,345.726302923506
3849,SK,CDBN_100,143.952049963707
3850,SK,CDBN_120,418.443643390812
3851,SK,CDBN_276,292.640586732671
3852,SK,CDBN_133,302.395272957093
3853,SK,CDBN_281,528.663064610303
3854,SK,CDBN_112,522.572476308341
3855,SK,CDBN_220,232.850569525482
3856,TX,CDBN_155,209.221821695406
3857,TX,CDBN_296,241.78726515759
3858,TX,CDBN_275,251.437311217095
3859,TX,CDBN_171,296.465953879503
3860,TX,CDBN_170,262.800063404195
3861,TX,CDBN_300,260.685580135425
3862,TX,CDBN_288,151.147254060526
3863,TX,CDBN_146,149.799507739643
3864,TX,CDBN_097,114.601543566357
3865,TX,CDBN_265,271.4499757245
3866,TX,CDBN_030,113.369884887688
3867,TX,CDBN_031,227.137160458508
3868,TX,CDBN_032,274.738285545512
3869,TX,CDBN_033,100.463545832921
3870,TX,CDBN_034,145.568969652002
3871,TX,CDBN_192,150.895844788969
3872,TX,CDBN_038,106.702636893823
3873,TX,CDBN_040,227.936135394794
3874,TX,CDBN_041,255.689351429335
3875,TX,CDBN_043,151.197636478547
3876,TX,CDBN_093,299.599015479287
3877,TX,CDBN_076,99.7126641977665
3878,TX,CDBN_077,141.306202316399
3879,TX,CDBN_196,292.075279739626
3880,TX,CDBN_179,260.985563541795
3881,TX,CDBN_238,120.125240846303
3882,TX,CDBN_285,258.457498253926
3883,TX,CDBN_324,191.794042044668
3884,TX,CDBN_306,205.152831042804
3885,TX,CDBN_095,250.742349052316
3886,TX,CDBN_207,106.178115504597
3887,TX,CDBN_312,198.248649228864
3888,TX,CDBN_314,201.239090255386
3889,TX,CDBN_316,135.684388105187
3890,TX,CDBN_273,131.134116633605
3891,TX,CDBN_001,226.005435692895
3892,TX,CDBN_005,357.159771209165
3893,TX,CDBN_294,352.716103760218
3894,TX,CDBN_050,216.512128608897
3895,TX,CDBN_297,306.068090037544
3896,TX,CDBN_182,312.82269616251
3897,TX,CDBN_287,244.92057744905
3898,TX,CDBN_279,519.579506799129
3899,TX,CDBN_301,219.764006509515
3900,TX,CDBN_322,231.661342919121
3901,TX,CDBN_289,222.895778592452
3902,TX,CDBN_045,216.202530712888
3903,TX,CDBN_047,236.123326098719
3904,TX,CDBN_072,239.742552555835
3905,TX,CDBN_073,239.742552555835
3906,TX,CDBN_134,231.661342919121
3907,TX,CDBN_311,305.44977066373
3908,TX,CDBN_291,491.96627921436
3909,TX,CDBN_274,322.383020210121
3910,TX,CDBN_003,344.152435080152
3911,TX,CDBN_286,534.897298862783
3912,TX,CDBN_074,275.238415919684
3913,TX,CDBN_080,238.984673043014
3914,TX,CDBN_090,416.140283885908
3915,TX,CDBN_081,237.483198657403
3916,TX,CDBN_309,343.370862555367
3917,TX,CDBN_313,319.656736741113
3918,TX,CDBN_315,264.331532305151
3919,TX,CDBN_136,218.388497561695
3920,TX,CDBN_246,199.031553065221
3921,TX,CDBN_323,368.774723118406
3922,TX,CDBN_188,401.765198791532
3923,TX,CDBN_180,187.900956684192
3924,TX,CDBN_240,216.92630771671
3925,TX,CDBN_153,472.985307023608
3926,TX,CDBN_308,291.699620215846
3927,TX,CDBN_319,354.924029292363
