"","env","Seq_ID","DM"
"X.COFR2000..1","COFR2000","CDBN_013",87
"X.COFR2000..2","COFR2000","CDBN_014",85
"X.COFR2000..3","COFR2000","CDBN_051",90
"X.COFR2000..4","COFR2000","CDBN_293",87
"X.COFR2000..5","COFR2000","CDBN_277",92
"X.COFR2000..6","COFR2000","CDBN_242",93
"X.COFR2000..7","COFR2000","CDBN_116",93
"X.COFR2000..8","COFR2000","CDBN_239",89
"X.COFR2000..9","COFR2000","CDBN_159",93
"X.COFR2000..10","COFR2000","CDBN_299",88
"X.COFR2000..11","COFR2000","CDBN_247",90
"X.COFR2000..12","COFR2000","CDBN_249",87
"X.COFR2000..13","COFR2000","CDBN_278",91
"X.COFR2000..14","COFR2000","CDBN_089",83
"X.COFR2000..15","COFR2000","CDBN_024",84
"X.COFR2000..16","COFR2000","CDBN_268",90
"X.COFR2000..17","COFR2000","CDBN_036",93
"X.COFR2000..18","COFR2000","CDBN_037",93
"X.COFR2000..19","COFR2000","CDBN_048",87
"X.COFR2000..20","COFR2000","CDBN_271",92
"X.COFR2000..21","COFR2000","CDBN_193",91
"X.COFR2000..22","COFR2000","CDBN_128",87
"X.COFR2000..23","COFR2000","CDBN_303",92
"X.COFR2000..24","COFR2000","CDBN_304",87
"X.COFR2000..25","COFR2000","CDBN_199",92
"X.COFR2000..26","COFR2000","CDBN_232",92
"X.COFR2000..27","COFR2000","CDBN_203",90
"X.COFR2000..28","COFR2000","CDBN_098",88
"X.COFR2000..29","COFR2000","CDBN_165",88
"X.COFR2000..30","COFR2000","CDBN_307",92
"X.COFR2000..31","COFR2000","CDBN_138",90
"X.COFR2000..32","COFR2000","CDBN_318",85
"X.IDPA2000.","IDPA2000","CDBN_010",91
"X.IDPA2000..1","IDPA2000","CDBN_013",87
"X.IDPA2000..2","IDPA2000","CDBN_014",84
"X.IDPA2000..3","IDPA2000","CDBN_051",91
"X.IDPA2000..4","IDPA2000","CDBN_293",88
"X.IDPA2000..5","IDPA2000","CDBN_277",92
"X.IDPA2000..6","IDPA2000","CDBN_242",90
"X.IDPA2000..7","IDPA2000","CDBN_116",90
"X.IDPA2000..8","IDPA2000","CDBN_239",92
"X.IDPA2000..9","IDPA2000","CDBN_159",90
"X.IDPA2000..10","IDPA2000","CDBN_299",90
"X.IDPA2000..11","IDPA2000","CDBN_247",81
"X.IDPA2000..12","IDPA2000","CDBN_249",81
"X.IDPA2000..13","IDPA2000","CDBN_278",86
"X.IDPA2000..14","IDPA2000","CDBN_089",85
"X.IDPA2000..15","IDPA2000","CDBN_024",84
"X.IDPA2000..16","IDPA2000","CDBN_268",87
"X.IDPA2000..17","IDPA2000","CDBN_036",90
"X.IDPA2000..18","IDPA2000","CDBN_037",92
"X.IDPA2000..19","IDPA2000","CDBN_048",87
"X.IDPA2000..20","IDPA2000","CDBN_271",94
"X.IDPA2000..21","IDPA2000","CDBN_193",91
"X.IDPA2000..22","IDPA2000","CDBN_128",80
"X.IDPA2000..23","IDPA2000","CDBN_303",90
"X.IDPA2000..24","IDPA2000","CDBN_304",90
"X.IDPA2000..25","IDPA2000","CDBN_199",85
"X.IDPA2000..26","IDPA2000","CDBN_232",90
"X.IDPA2000..27","IDPA2000","CDBN_203",87
"X.IDPA2000..28","IDPA2000","CDBN_098",91
"X.IDPA2000..29","IDPA2000","CDBN_165",84
"X.IDPA2000..30","IDPA2000","CDBN_307",88
"X.IDPA2000..31","IDPA2000","CDBN_138",90
"X.IDPA2000..32","IDPA2000","CDBN_318",87
"X.MBMO2000.","MBMO2000","CDBN_010",103
"X.MBMO2000..1","MBMO2000","CDBN_013",105
"X.MBMO2000..2","MBMO2000","CDBN_014",96
"X.MBMO2000..3","MBMO2000","CDBN_051",110
"X.MBMO2000..4","MBMO2000","CDBN_293",102
"X.MBMO2000..5","MBMO2000","CDBN_277",106
"X.MBMO2000..6","MBMO2000","CDBN_242",100
"X.MBMO2000..7","MBMO2000","CDBN_116",105
"X.MBMO2000..8","MBMO2000","CDBN_239",108
"X.MBMO2000..9","MBMO2000","CDBN_159",106
"X.MBMO2000..10","MBMO2000","CDBN_299",99
"X.MBMO2000..11","MBMO2000","CDBN_247",88
"X.MBMO2000..12","MBMO2000","CDBN_249",96
"X.MBMO2000..13","MBMO2000","CDBN_278",108
"X.MBMO2000..14","MBMO2000","CDBN_089",95
"X.MBMO2000..15","MBMO2000","CDBN_024",101
"X.MBMO2000..16","MBMO2000","CDBN_268",103
"X.MBMO2000..17","MBMO2000","CDBN_036",108
"X.MBMO2000..18","MBMO2000","CDBN_037",106
"X.MBMO2000..19","MBMO2000","CDBN_048",111
"X.MBMO2000..20","MBMO2000","CDBN_271",105
"X.MBMO2000..21","MBMO2000","CDBN_193",102
"X.MBMO2000..22","MBMO2000","CDBN_128",91
"X.MBMO2000..23","MBMO2000","CDBN_303",105
"X.MBMO2000..24","MBMO2000","CDBN_304",97
"X.MBMO2000..25","MBMO2000","CDBN_199",93
"X.MBMO2000..26","MBMO2000","CDBN_232",106
"X.MBMO2000..27","MBMO2000","CDBN_203",105
"X.MBMO2000..28","MBMO2000","CDBN_098",102
"X.MBMO2000..29","MBMO2000","CDBN_165",100
"X.MBMO2000..30","MBMO2000","CDBN_307",106
"X.MBMO2000..31","MBMO2000","CDBN_138",104
"X.MBMO2000..32","MBMO2000","CDBN_318",102
"X.MIEN2000.","MIEN2000","CDBN_051",112
"X.MIEN2000..1","MIEN2000","CDBN_159",105
"X.MIEN2000..2","MIEN2000","CDBN_278",105
"X.MIEN2000..3","MIEN2000","CDBN_165",102
"X.MISA2000.","MISA2000","CDBN_010",89
"X.MISA2000..1","MISA2000","CDBN_013",87
"X.MISA2000..2","MISA2000","CDBN_014",85
"X.MISA2000..3","MISA2000","CDBN_293",91
"X.MISA2000..4","MISA2000","CDBN_277",98
"X.MISA2000..5","MISA2000","CDBN_242",88
"X.MISA2000..6","MISA2000","CDBN_116",96
"X.MISA2000..7","MISA2000","CDBN_239",95
"X.MISA2000..8","MISA2000","CDBN_299",87
"X.MISA2000..9","MISA2000","CDBN_247",80
"X.MISA2000..10","MISA2000","CDBN_249",81
"X.MISA2000..11","MISA2000","CDBN_089",84
"X.MISA2000..12","MISA2000","CDBN_024",84
"X.MISA2000..13","MISA2000","CDBN_268",96
"X.MISA2000..14","MISA2000","CDBN_036",99
"X.MISA2000..15","MISA2000","CDBN_037",96
"X.MISA2000..16","MISA2000","CDBN_048",92
"X.MISA2000..17","MISA2000","CDBN_271",98
"X.MISA2000..18","MISA2000","CDBN_193",91
"X.MISA2000..19","MISA2000","CDBN_128",84
"X.MISA2000..20","MISA2000","CDBN_303",96
"X.MISA2000..21","MISA2000","CDBN_304",91
"X.MISA2000..22","MISA2000","CDBN_199",86
"X.MISA2000..23","MISA2000","CDBN_232",99
"X.MISA2000..24","MISA2000","CDBN_203",94
"X.MISA2000..25","MISA2000","CDBN_098",98
"X.MISA2000..26","MISA2000","CDBN_307",93
"X.MISA2000..27","MISA2000","CDBN_138",96
"X.MISA2000..28","MISA2000","CDBN_318",91
"X.NDER2000.","NDER2000","CDBN_010",106
"X.NDER2000..1","NDER2000","CDBN_013",103
"X.NDER2000..2","NDER2000","CDBN_014",100
"X.NDER2000..4","NDER2000","CDBN_293",103
"X.NDER2000..5","NDER2000","CDBN_277",104
"X.NDER2000..6","NDER2000","CDBN_242",101
"X.NDER2000..7","NDER2000","CDBN_116",103
"X.NDER2000..8","NDER2000","CDBN_239",99
"X.NDER2000..10","NDER2000","CDBN_299",98
"X.NDER2000..11","NDER2000","CDBN_247",96
"X.NDER2000..12","NDER2000","CDBN_249",101
"X.NDER2000..14","NDER2000","CDBN_089",102
"X.NDER2000..15","NDER2000","CDBN_024",102
"X.NDER2000..16","NDER2000","CDBN_268",101
"X.NDER2000..17","NDER2000","CDBN_036",105
"X.NDER2000..18","NDER2000","CDBN_037",104
"X.NDER2000..19","NDER2000","CDBN_048",107
"X.NDER2000..20","NDER2000","CDBN_271",102
"X.NDER2000..21","NDER2000","CDBN_193",100
"X.NDER2000..22","NDER2000","CDBN_128",92
"X.NDER2000..23","NDER2000","CDBN_303",104
"X.NDER2000..24","NDER2000","CDBN_304",99
"X.NDER2000..25","NDER2000","CDBN_199",100
"X.NDER2000..26","NDER2000","CDBN_232",103
"X.NDER2000..27","NDER2000","CDBN_203",102
"X.NDER2000..28","NDER2000","CDBN_098",103
"X.NDER2000..30","NDER2000","CDBN_307",105
"X.NDER2000..31","NDER2000","CDBN_138",103
"X.NDER2000..32","NDER2000","CDBN_318",101
"X.NYFR2000.","NYFR2000","CDBN_010",105
"X.NYFR2000..1","NYFR2000","CDBN_013",93
"X.NYFR2000..2","NYFR2000","CDBN_014",89
"X.NYFR2000..3","NYFR2000","CDBN_051",104
"X.NYFR2000..4","NYFR2000","CDBN_293",105
"X.NYFR2000..5","NYFR2000","CDBN_277",111
"X.NYFR2000..6","NYFR2000","CDBN_242",96
"X.NYFR2000..7","NYFR2000","CDBN_116",112
"X.NYFR2000..8","NYFR2000","CDBN_239",111
"X.NYFR2000..9","NYFR2000","CDBN_159",105
"X.NYFR2000..10","NYFR2000","CDBN_299",102
"X.NYFR2000..11","NYFR2000","CDBN_247",88
"X.NYFR2000..12","NYFR2000","CDBN_249",93
"X.NYFR2000..13","NYFR2000","CDBN_278",106
"X.NYFR2000..14","NYFR2000","CDBN_089",98
"X.NYFR2000..15","NYFR2000","CDBN_024",92
"X.NYFR2000..16","NYFR2000","CDBN_268",100
"X.NYFR2000..17","NYFR2000","CDBN_036",113
"X.NYFR2000..18","NYFR2000","CDBN_037",114
"X.NYFR2000..19","NYFR2000","CDBN_048",106
"X.NYFR2000..20","NYFR2000","CDBN_271",107
"X.NYFR2000..21","NYFR2000","CDBN_193",97
"X.NYFR2000..22","NYFR2000","CDBN_128",84
"X.NYFR2000..23","NYFR2000","CDBN_303",111
"X.NYFR2000..24","NYFR2000","CDBN_304",91
"X.NYFR2000..25","NYFR2000","CDBN_199",93
"X.NYFR2000..26","NYFR2000","CDBN_232",107
"X.NYFR2000..27","NYFR2000","CDBN_203",106
"X.NYFR2000..28","NYFR2000","CDBN_098",106
"X.NYFR2000..29","NYFR2000","CDBN_165",94
"X.NYFR2000..30","NYFR2000","CDBN_307",107
"X.NYFR2000..31","NYFR2000","CDBN_138",113
"X.NYFR2000..32","NYFR2000","CDBN_318",95
"X.ONGU2000.","ONGU2000","CDBN_010",111
"X.ONGU2000..1","ONGU2000","CDBN_013",96
"X.ONGU2000..2","ONGU2000","CDBN_014",93
"X.ONGU2000..3","ONGU2000","CDBN_051",118
"X.ONGU2000..4","ONGU2000","CDBN_293",109
"X.ONGU2000..5","ONGU2000","CDBN_277",118
"X.ONGU2000..6","ONGU2000","CDBN_242",102
"X.ONGU2000..7","ONGU2000","CDBN_116",114
"X.ONGU2000..8","ONGU2000","CDBN_239",113
"X.ONGU2000..9","ONGU2000","CDBN_159",112
"X.ONGU2000..10","ONGU2000","CDBN_299",104
"X.ONGU2000..11","ONGU2000","CDBN_247",99
"X.ONGU2000..12","ONGU2000","CDBN_249",95
"X.ONGU2000..13","ONGU2000","CDBN_278",113
"X.ONGU2000..14","ONGU2000","CDBN_089",109
"X.ONGU2000..15","ONGU2000","CDBN_024",96
"X.ONGU2000..16","ONGU2000","CDBN_268",113
"X.ONGU2000..17","ONGU2000","CDBN_036",113
"X.ONGU2000..18","ONGU2000","CDBN_037",117
"X.ONGU2000..19","ONGU2000","CDBN_048",108
"X.ONGU2000..20","ONGU2000","CDBN_271",112
"X.ONGU2000..21","ONGU2000","CDBN_193",106
"X.ONGU2000..22","ONGU2000","CDBN_128",92
"X.ONGU2000..23","ONGU2000","CDBN_303",111
"X.ONGU2000..24","ONGU2000","CDBN_304",104
"X.ONGU2000..25","ONGU2000","CDBN_199",99
"X.ONGU2000..26","ONGU2000","CDBN_232",115
"X.ONGU2000..27","ONGU2000","CDBN_203",116
"X.ONGU2000..28","ONGU2000","CDBN_098",112
"X.ONGU2000..29","ONGU2000","CDBN_165",112
"X.ONGU2000..30","ONGU2000","CDBN_307",114
"X.ONGU2000..31","ONGU2000","CDBN_138",109
"X.ONGU2000..32","ONGU2000","CDBN_318",106
"X.WAOT2000.","WAOT2000","CDBN_010",82
"X.WAOT2000..1","WAOT2000","CDBN_013",92
"X.WAOT2000..2","WAOT2000","CDBN_014",94
"X.WAOT2000..3","WAOT2000","CDBN_051",82
"X.WAOT2000..4","WAOT2000","CDBN_293",87
"X.WAOT2000..5","WAOT2000","CDBN_277",87
"X.WAOT2000..6","WAOT2000","CDBN_242",92
"X.WAOT2000..7","WAOT2000","CDBN_116",95
"X.WAOT2000..8","WAOT2000","CDBN_239",95
"X.WAOT2000..9","WAOT2000","CDBN_159",82
"X.WAOT2000..10","WAOT2000","CDBN_299",82
"X.WAOT2000..11","WAOT2000","CDBN_247",82
"X.WAOT2000..12","WAOT2000","CDBN_249",82
"X.WAOT2000..13","WAOT2000","CDBN_278",82
"X.WAOT2000..14","WAOT2000","CDBN_089",84
"X.WAOT2000..15","WAOT2000","CDBN_024",82
"X.WAOT2000..16","WAOT2000","CDBN_268",87
"X.WAOT2000..17","WAOT2000","CDBN_036",95
"X.WAOT2000..18","WAOT2000","CDBN_037",95
"X.WAOT2000..19","WAOT2000","CDBN_048",94
"X.WAOT2000..20","WAOT2000","CDBN_271",90
"X.WAOT2000..21","WAOT2000","CDBN_193",87
"X.WAOT2000..22","WAOT2000","CDBN_128",87
"X.WAOT2000..23","WAOT2000","CDBN_303",94
"X.WAOT2000..24","WAOT2000","CDBN_304",82
"X.WAOT2000..25","WAOT2000","CDBN_199",82
"X.WAOT2000..26","WAOT2000","CDBN_232",94
"X.WAOT2000..27","WAOT2000","CDBN_203",95
"X.WAOT2000..28","WAOT2000","CDBN_098",92
"X.WAOT2000..29","WAOT2000","CDBN_165",82
"X.WAOT2000..30","WAOT2000","CDBN_307",87
"X.WAOT2000..31","WAOT2000","CDBN_138",87
"X.WAOT2000..32","WAOT2000","CDBN_318",82
"X.WYPO2000.","WYPO2000","CDBN_010",87
"X.WYPO2000..1","WYPO2000","CDBN_013",88
"X.WYPO2000..2","WYPO2000","CDBN_014",83
"X.WYPO2000..3","WYPO2000","CDBN_051",95
"X.WYPO2000..4","WYPO2000","CDBN_293",90
"X.WYPO2000..5","WYPO2000","CDBN_277",95
"X.WYPO2000..6","WYPO2000","CDBN_242",90
"X.WYPO2000..7","WYPO2000","CDBN_116",95
"X.WYPO2000..8","WYPO2000","CDBN_239",95
"X.WYPO2000..9","WYPO2000","CDBN_159",94
"X.WYPO2000..10","WYPO2000","CDBN_299",90
"X.WYPO2000..11","WYPO2000","CDBN_247",81
"X.WYPO2000..12","WYPO2000","CDBN_249",81
"X.WYPO2000..13","WYPO2000","CDBN_278",90
"X.WYPO2000..14","WYPO2000","CDBN_089",88
"X.WYPO2000..15","WYPO2000","CDBN_024",86
"X.WYPO2000..16","WYPO2000","CDBN_268",90
"X.WYPO2000..17","WYPO2000","CDBN_036",95
"X.WYPO2000..18","WYPO2000","CDBN_037",95
"X.WYPO2000..19","WYPO2000","CDBN_048",90
"X.WYPO2000..20","WYPO2000","CDBN_271",90
"X.WYPO2000..21","WYPO2000","CDBN_193",90
"X.WYPO2000..22","WYPO2000","CDBN_128",79
"X.WYPO2000..23","WYPO2000","CDBN_303",92
"X.WYPO2000..24","WYPO2000","CDBN_304",87
"X.WYPO2000..25","WYPO2000","CDBN_199",87
"X.WYPO2000..26","WYPO2000","CDBN_232",95
"X.WYPO2000..27","WYPO2000","CDBN_203",90
"X.WYPO2000..28","WYPO2000","CDBN_098",90
"X.WYPO2000..29","WYPO2000","CDBN_165",90
"X.WYPO2000..30","WYPO2000","CDBN_307",95
"X.WYPO2000..31","WYPO2000","CDBN_138",90
"X.WYPO2000..32","WYPO2000","CDBN_318",81
"X.ABLE1999.","ABLE1999","CDBN_293",118
"X.ABLE1999..1","ABLE1999","CDBN_242",120
"X.ABLE1999..2","ABLE1999","CDBN_239",120
"X.ABLE1999..3","ABLE1999","CDBN_299",120
"X.ABLE1999..4","ABLE1999","CDBN_300",121
"X.ABLE1999..5","ABLE1999","CDBN_024",121
"X.ABLE1999..6","ABLE1999","CDBN_268",120
"X.ABLE1999..7","ABLE1999","CDBN_037",120
"X.ABLE1999..8","ABLE1999","CDBN_039",115
"X.ABLE1999..9","ABLE1999","CDBN_048",120
"X.ABLE1999..10","ABLE1999","CDBN_193",122
"X.ABLE1999..11","ABLE1999","CDBN_128",113
"X.ABLE1999..12","ABLE1999","CDBN_303",119
"X.ABLE1999..13","ABLE1999","CDBN_304",119
"X.ABLE1999..14","ABLE1999","CDBN_238",123
"X.ABLE1999..15","ABLE1999","CDBN_324",117
"X.ABLE1999..16","ABLE1999","CDBN_307",122
"X.ABLE1999..17","ABLE1999","CDBN_290",120
"X.ABLE1999..18","ABLE1999","CDBN_053",119
"X.ABLE1999..19","ABLE1999","CDBN_065",121
"X.ABLE1999..20","ABLE1999","CDBN_317",117
"X.ABLE1999..21","ABLE1999","CDBN_138",121
"X.ABLE1999..22","ABLE1999","CDBN_273",120
"X.ABLE1999..23","ABLE1999","CDBN_274",115
"X.ABLE1999..24","ABLE1999","CDBN_318",118
"X.COFR1999.","COFR1999","CDBN_051",93
"X.COFR1999..1","COFR1999","CDBN_293",87
"X.COFR1999..2","COFR1999","CDBN_242",91
"X.COFR1999..3","COFR1999","CDBN_239",93
"X.COFR1999..4","COFR1999","CDBN_159",93
"X.COFR1999..5","COFR1999","CDBN_299",86
"X.COFR1999..6","COFR1999","CDBN_171",89
"X.COFR1999..7","COFR1999","CDBN_300",84
"X.COFR1999..8","COFR1999","CDBN_278",92
"X.COFR1999..9","COFR1999","CDBN_024",82
"X.COFR1999..10","COFR1999","CDBN_268",85
"X.COFR1999..11","COFR1999","CDBN_037",92
"X.COFR1999..12","COFR1999","CDBN_039",92
"X.COFR1999..13","COFR1999","CDBN_048",86
"X.COFR1999..14","COFR1999","CDBN_193",90
"X.COFR1999..15","COFR1999","CDBN_128",76
"X.COFR1999..16","COFR1999","CDBN_284",92
"X.COFR1999..17","COFR1999","CDBN_303",93
"X.COFR1999..18","COFR1999","CDBN_304",89
"X.COFR1999..19","COFR1999","CDBN_238",93
"X.COFR1999..20","COFR1999","CDBN_285",92
"X.COFR1999..21","COFR1999","CDBN_324",89
"X.COFR1999..22","COFR1999","CDBN_165",89
"X.COFR1999..23","COFR1999","CDBN_307",88
"X.COFR1999..24","COFR1999","CDBN_290",88
"X.COFR1999..25","COFR1999","CDBN_053",82
"X.COFR1999..26","COFR1999","CDBN_065",84
"X.COFR1999..27","COFR1999","CDBN_317",80
"X.COFR1999..28","COFR1999","CDBN_138",87
"X.COFR1999..29","COFR1999","CDBN_087",92
"X.COFR1999..30","COFR1999","CDBN_273",94
"X.COFR1999..31","COFR1999","CDBN_274",87
"X.COFR1999..32","COFR1999","CDBN_318",88
"X.MBMO1999.","MBMO1999","CDBN_051",104
"X.MBMO1999..1","MBMO1999","CDBN_293",104
"X.MBMO1999..2","MBMO1999","CDBN_242",100
"X.MBMO1999..3","MBMO1999","CDBN_239",107
"X.MBMO1999..4","MBMO1999","CDBN_159",102
"X.MBMO1999..5","MBMO1999","CDBN_299",98
"X.MBMO1999..6","MBMO1999","CDBN_171",97
"X.MBMO1999..7","MBMO1999","CDBN_300",97
"X.MBMO1999..8","MBMO1999","CDBN_278",107
"X.MBMO1999..9","MBMO1999","CDBN_024",100
"X.MBMO1999..10","MBMO1999","CDBN_268",104
"X.MBMO1999..11","MBMO1999","CDBN_037",112
"X.MBMO1999..12","MBMO1999","CDBN_039",104
"X.MBMO1999..13","MBMO1999","CDBN_048",112
"X.MBMO1999..14","MBMO1999","CDBN_193",104
"X.MBMO1999..15","MBMO1999","CDBN_128",95
"X.MBMO1999..16","MBMO1999","CDBN_284",98
"X.MBMO1999..17","MBMO1999","CDBN_303",108
"X.MBMO1999..18","MBMO1999","CDBN_304",100
"X.MBMO1999..19","MBMO1999","CDBN_238",113
"X.MBMO1999..20","MBMO1999","CDBN_285",108
"X.MBMO1999..21","MBMO1999","CDBN_324",104
"X.MBMO1999..22","MBMO1999","CDBN_165",99
"X.MBMO1999..23","MBMO1999","CDBN_307",104
"X.MBMO1999..24","MBMO1999","CDBN_290",101
"X.MBMO1999..25","MBMO1999","CDBN_053",100
"X.MBMO1999..26","MBMO1999","CDBN_065",109
"X.MBMO1999..27","MBMO1999","CDBN_317",101
"X.MBMO1999..28","MBMO1999","CDBN_138",107
"X.MBMO1999..29","MBMO1999","CDBN_087",108
"X.MBMO1999..30","MBMO1999","CDBN_273",108
"X.MBMO1999..31","MBMO1999","CDBN_274",100
"X.MBMO1999..32","MBMO1999","CDBN_318",100
"X.MIEN1999.","MIEN1999","CDBN_051",93
"X.MIEN1999..1","MIEN1999","CDBN_159",100
"X.MIEN1999..2","MIEN1999","CDBN_171",95
"X.MIEN1999..3","MIEN1999","CDBN_278",98
"X.MIEN1999..4","MIEN1999","CDBN_284",95
"X.MIEN1999..5","MIEN1999","CDBN_285",99
"X.MIEN1999..6","MIEN1999","CDBN_165",97
"X.MIEN1999..7","MIEN1999","CDBN_087",101
"X.MISA1999.","MISA1999","CDBN_293",90
"X.MISA1999..1","MISA1999","CDBN_242",93
"X.MISA1999..2","MISA1999","CDBN_239",91
"X.MISA1999..3","MISA1999","CDBN_299",91
"X.MISA1999..4","MISA1999","CDBN_300",93
"X.MISA1999..5","MISA1999","CDBN_024",92
"X.MISA1999..6","MISA1999","CDBN_268",90
"X.MISA1999..7","MISA1999","CDBN_037",97
"X.MISA1999..8","MISA1999","CDBN_039",96
"X.MISA1999..9","MISA1999","CDBN_048",95
"X.MISA1999..10","MISA1999","CDBN_193",91
"X.MISA1999..11","MISA1999","CDBN_128",80
"X.MISA1999..12","MISA1999","CDBN_303",96
"X.MISA1999..13","MISA1999","CDBN_304",87
"X.MISA1999..14","MISA1999","CDBN_238",98
"X.MISA1999..15","MISA1999","CDBN_324",94
"X.MISA1999..16","MISA1999","CDBN_307",96
"X.MISA1999..17","MISA1999","CDBN_290",94
"X.MISA1999..18","MISA1999","CDBN_053",88
"X.MISA1999..19","MISA1999","CDBN_065",92
"X.MISA1999..20","MISA1999","CDBN_317",85
"X.MISA1999..21","MISA1999","CDBN_138",95
"X.MISA1999..22","MISA1999","CDBN_273",95
"X.MISA1999..23","MISA1999","CDBN_274",94
"X.MISA1999..24","MISA1999","CDBN_318",89
"X.MOCO1999.","MOCO1999","CDBN_051",87
"X.MOCO1999..1","MOCO1999","CDBN_293",87
"X.MOCO1999..2","MOCO1999","CDBN_242",83
"X.MOCO1999..3","MOCO1999","CDBN_239",90
"X.MOCO1999..4","MOCO1999","CDBN_159",83
"X.MOCO1999..5","MOCO1999","CDBN_299",77
"X.MOCO1999..6","MOCO1999","CDBN_171",70
"X.MOCO1999..7","MOCO1999","CDBN_300",91
"X.MOCO1999..8","MOCO1999","CDBN_278",80
"X.MOCO1999..9","MOCO1999","CDBN_024",80
"X.MOCO1999..10","MOCO1999","CDBN_268",87
"X.MOCO1999..11","MOCO1999","CDBN_037",89
"X.MOCO1999..12","MOCO1999","CDBN_039",89
"X.MOCO1999..13","MOCO1999","CDBN_048",91
"X.MOCO1999..14","MOCO1999","CDBN_193",75
"X.MOCO1999..15","MOCO1999","CDBN_128",62
"X.MOCO1999..16","MOCO1999","CDBN_284",67
"X.MOCO1999..17","MOCO1999","CDBN_303",91
"X.MOCO1999..18","MOCO1999","CDBN_304",65
"X.MOCO1999..19","MOCO1999","CDBN_238",90
"X.MOCO1999..20","MOCO1999","CDBN_285",87
"X.MOCO1999..21","MOCO1999","CDBN_324",88
"X.MOCO1999..22","MOCO1999","CDBN_165",69
"X.MOCO1999..23","MOCO1999","CDBN_307",83
"X.MOCO1999..24","MOCO1999","CDBN_290",75
"X.MOCO1999..25","MOCO1999","CDBN_053",78
"X.MOCO1999..26","MOCO1999","CDBN_065",84
"X.MOCO1999..27","MOCO1999","CDBN_317",64
"X.MOCO1999..28","MOCO1999","CDBN_138",91
"X.MOCO1999..29","MOCO1999","CDBN_087",92
"X.MOCO1999..30","MOCO1999","CDBN_273",88
"X.MOCO1999..31","MOCO1999","CDBN_274",91
"X.MOCO1999..32","MOCO1999","CDBN_318",77
"X.NDER1999.","NDER1999","CDBN_051",114
"X.NDER1999..1","NDER1999","CDBN_293",112
"X.NDER1999..2","NDER1999","CDBN_242",104
"X.NDER1999..3","NDER1999","CDBN_239",104
"X.NDER1999..4","NDER1999","CDBN_159",114
"X.NDER1999..5","NDER1999","CDBN_299",98
"X.NDER1999..6","NDER1999","CDBN_171",110
"X.NDER1999..7","NDER1999","CDBN_300",105
"X.NDER1999..8","NDER1999","CDBN_278",112
"X.NDER1999..9","NDER1999","CDBN_024",104
"X.NDER1999..10","NDER1999","CDBN_268",109
"X.NDER1999..11","NDER1999","CDBN_037",112
"X.NDER1999..12","NDER1999","CDBN_039",109
"X.NDER1999..13","NDER1999","CDBN_048",104
"X.NDER1999..14","NDER1999","CDBN_193",108
"X.NDER1999..15","NDER1999","CDBN_128",94
"X.NDER1999..16","NDER1999","CDBN_284",112
"X.NDER1999..17","NDER1999","CDBN_303",111
"X.NDER1999..18","NDER1999","CDBN_304",102
"X.NDER1999..19","NDER1999","CDBN_238",114
"X.NDER1999..20","NDER1999","CDBN_285",116
"X.NDER1999..21","NDER1999","CDBN_324",116
"X.NDER1999..22","NDER1999","CDBN_165",114
"X.NDER1999..23","NDER1999","CDBN_307",113
"X.NDER1999..24","NDER1999","CDBN_290",116
"X.NDER1999..25","NDER1999","CDBN_053",104
"X.NDER1999..26","NDER1999","CDBN_065",114
"X.NDER1999..27","NDER1999","CDBN_317",110
"X.NDER1999..28","NDER1999","CDBN_138",103
"X.NDER1999..29","NDER1999","CDBN_087",114
"X.NDER1999..30","NDER1999","CDBN_273",112
"X.NDER1999..31","NDER1999","CDBN_274",116
"X.NDER1999..32","NDER1999","CDBN_318",112
"X.NESB1999.","NESB1999","CDBN_051",109
"X.NESB1999..1","NESB1999","CDBN_293",90
"X.NESB1999..2","NESB1999","CDBN_242",95
"X.NESB1999..3","NESB1999","CDBN_239",99
"X.NESB1999..4","NESB1999","CDBN_159",108
"X.NESB1999..5","NESB1999","CDBN_299",89
"X.NESB1999..6","NESB1999","CDBN_171",88
"X.NESB1999..7","NESB1999","CDBN_300",91
"X.NESB1999..8","NESB1999","CDBN_278",106
"X.NESB1999..9","NESB1999","CDBN_024",90
"X.NESB1999..10","NESB1999","CDBN_268",94
"X.NESB1999..11","NESB1999","CDBN_037",104
"X.NESB1999..12","NESB1999","CDBN_039",86
"X.NESB1999..13","NESB1999","CDBN_048",99
"X.NESB1999..14","NESB1999","CDBN_193",90
"X.NESB1999..15","NESB1999","CDBN_128",90
"X.NESB1999..16","NESB1999","CDBN_284",90
"X.NESB1999..17","NESB1999","CDBN_303",116
"X.NESB1999..18","NESB1999","CDBN_304",96
"X.NESB1999..19","NESB1999","CDBN_238",106
"X.NESB1999..20","NESB1999","CDBN_285",106
"X.NESB1999..21","NESB1999","CDBN_324",102
"X.NESB1999..22","NESB1999","CDBN_165",97
"X.NESB1999..23","NESB1999","CDBN_307",93
"X.NESB1999..24","NESB1999","CDBN_290",115
"X.NESB1999..25","NESB1999","CDBN_053",84
"X.NESB1999..26","NESB1999","CDBN_065",98
"X.NESB1999..27","NESB1999","CDBN_317",88
"X.NESB1999..28","NESB1999","CDBN_138",100
"X.NESB1999..29","NESB1999","CDBN_087",115
"X.NESB1999..30","NESB1999","CDBN_273",102
"X.NESB1999..31","NESB1999","CDBN_274",115
"X.NESB1999..32","NESB1999","CDBN_318",94
